Município;Estado;Ano de Referência;FN220 - Despesa total com serviços de manejo de RSU (Antigo campo GE007);FN222 - Receita arrecadada com taxas e tarifas referentes à gestão e manejo de RSU (Antigo campo GE006);. ;DS_2018
Santa Rosa do Tocantins;TO;2016;206.004,88;;;0,000
Santa Tereza do Tocantins;TO;2016;114.390,00;;;0,000
Santa Terezinha do Tocantins;TO;2016;110.304,42;;;0,000
São Bento do Tocantins;TO;2016;360.000,00;;;0,000
Silvanópolis;TO;2016;117.542,00;;;0,000
Sucupira;TO;2016;180.000,00;;;0,000
Palmas;TO;2016;18.183.882,42;;;0,000
Tocantínia;TO;2016;370.000,00;;;0,000
Tupirama;TO;2016;280.000,00;;;0,000
Tupiratins;TO;2016;126.720,00;;;0,000
Wanderlândia;TO;2016;100.000,00;;;0,000
