Município;Estado;Ano de Referência;FN220 - Despesa total com serviços de manejo de RSU (Antigo campo GE007);FN222 - Receita arrecadada com taxas e tarifas referentes à gestão e manejo de RSU (Antigo campo GE006);. ;DS_2018
Dracena;SP;2016;2.761.170,61;1.070.589,23;;0,388
Duartina;SP;2016;475.825,75;0;;0,000
Dumont;SP;2016;534.365,26;;;0,000
Echaporã;SP;2016;573.000,00;21.314,75;;0,037
Eldorado;SP;2016;400.000,00;;;0,000
Elias Fausto;SP;2016;908.460,00;670.733,18;;0,738
Elisiário;SP;2016;526.705,00;;;0,000
Embaúba;SP;2016;395.542,33;;;0,000
Embú das Artes;SP;2016;25.310.000,00;;;0,000
Engenheiro Coelho;SP;2016;927.768,39;;;0,000
Espírito Santo do Pinhal;SP;2016;5.005.921,74;2.553.001,00;;0,510
Espírito Santo do Turvo;SP;2016;283.177,07;;;0,000
Estrela D Oeste;SP;2016;148.427,16;156.506,38;;1,054
Estrela do Norte;SP;2016;666.094,37;;;0,000
Euclides da Cunha Paulista;SP;2016;772.649,98;;;0,000
Fartura;SP;2016;866.407,07;;;0,000
Fernandópolis;SP;2016;5.408.660,19;3.391.976,76;;0,627
Fernando Prestes;SP;2016;196.298,67;143.538,41;;0,731
Fernão;SP;2016;132.822,00;9.975,50;;0,075
Ferraz de Vasconcelos;SP;2016;24.066.300,62;2.765.657,39;;0,115
Flora Rica;SP;2016;180.000,00;;;0,000
Floreal;SP;2016;190.653,38;33.420,26;;0,175
Flórida Paulista;SP;2016;565.777,98;96.796,24;;0,171
Florínia;SP;2016;311.980,00;83.307,00;;0,267
Franca;SP;2016;17.450.006,47;;;0,000
Francisco Morato;SP;2016;6.255.347,01;;;0,000
Franco da Rocha;SP;2016;16.513.877,22;2.883.091,88;;0,175
Gabriel Monteiro;SP;2016;199.336,35;60.592,32;;0,304
Gália;SP;2016;561.831,96;;;0,000
Garça;SP;2016;2.435.650,21;;;0,000
Gastão Vidigal;SP;2016;222.109,49;11.150,51;;0,050
Gavião Peixoto;SP;2016;159.000,00;22.500,00;;0,142
General Salgado;SP;2016;544.837,56;56.192,06;;0,103
Getulina;SP;2016;266.863,60;;;0,000
Glicério;SP;2016;218.950,00;;;0,000
Guaiçara;SP;2016;687.075,00;81.857,23;;0,119
Guaimbê;SP;2016;86.212,47;;;0,000
Guaíra;SP;2016;5.064.861,11;616.988,60;;0,122
Guapiaçu;SP;2016;2.694.229,73;208.086,33;;0,077
Guapiara;SP;2016;1.796.000,00;27.269,35;;0,015
Guaraçaí;SP;2016;692.905,05;87.141,94;;0,126
Guaraci;SP;2016;617.724,60;62.368,42;;0,101
Guarani D Oeste;SP;2016;358.097,44;38.083,05;;0,106
Guarantã;SP;2016;1.114.572,69;22.633,39;;0,020
Guararapes;SP;2016;2.369.146,31;3.869,26;;0,002
Guararema;SP;2016;2.204.353,34;;;0,000
Guaratinguetá;SP;2016;10.608.331,00;7.984.705,00;;0,753
Guariba;SP;2016;4.449.727,27;;;0,000
Guarujá;SP;2016;63.907.293,29;30.598.746,16;;0,479
Guarulhos;SP;2016;158.903.244,47;449.649,77;;0,003
Guatapará;SP;2016;86.366,00;;;0,000
Guzolândia;SP;2016;181.329,33;19.781,91;;0,109
Herculândia;SP;2016;373.660,14;;;0,000
Holambra;SP;2016;2.187.285,30;387.842,53;;0,177
Hortolândia;SP;2016;24.934.119,57;;;0,000
Iacanga;SP;2016;1.285.799,42;;;0,000
Iacri;SP;2016;386.280,00;;;0,000
Iaras;SP;2016;187.066,98;;;0,000
Ibirá;SP;2016;198.522,28;15.300,00;;0,077
Ibirarema;SP;2016;898.111,61;636.670,95;;0,709
Ibitinga;SP;2016;4.357.892,20;1.048.241,11;;0,241
Ibiúna;SP;2016;6.117.739,68;;;0,000
Icém;SP;2016;361.600,00;;;0,000
Iepê;SP;2016;446.381,56;135.684,49;;0,304
Igaraçu do Tietê;SP;2016;967.498,00;;;0,000
Igarapava;SP;2016;2.214.357,43;637.094,29;;0,288
Igaratá;SP;2016;1.405.812,30;;;0,000
Iguape;SP;2016;3.901.000,00;82.698,00;;0,021
Ilhabela;SP;2016;4.146.384,50;3.626.581,21;;0,875
Ilha Comprida;SP;2016;2.070.000,00;;;0,000
Ilha Solteira;SP;2016;718.798,05;665.211,51;;0,925
Indaiatuba;SP;2016;24.745.760,09;13.173.732,77;;0,532
Indiana;SP;2016;450.000,00;;;0,000
Indiaporã;SP;2016;299.048,35;74.076,66;;0,248
Inúbia Paulista;SP;2016;263.147,57;;;0,000
Ipaussu;SP;2016;857.551,05;;;0,000
Iperó;SP;2016;1.564.200,36;;;0,000
Ipeúna;SP;2016;861.449,68;;;0,000
Ipiguá;SP;2016;222.264,13;;;0,000
Ipuã;SP;2016;985.994,90;;;0,000
Iracemápolis;SP;2016;1.584.000,00;;;0,000
Irapuru;SP;2016;181.375,47;;;0,000
Itaberá;SP;2016;974.369,05;;;0,000
Itaí;SP;2016;1.678.474,82;;;0,000
Itajobi;SP;2016;438.576,00;235.316,27;;0,537
Itaju;SP;2016;173.415,95;;;0,000
Itanhaém;SP;2016;16.865.168,04;17.352.881,37;;1,029
Itaóca;SP;2016;190.315,00;;;0,000
Itapecerica da Serra;SP;2016;16.151.841,21;5.563.320,35;;0,344
Itapeva;SP;2016;2.278.481,32;1.143.896,79;;0,502
Itapevi;SP;2016;32.322.073,63;;;0,000
Itapirapuã Paulista;SP;2016;160.800,00;6.250,00;;0,039
Itápolis;SP;2016;1.344.662,18;;;0,000
Itaporanga;SP;2016;521.427,84;;;0,000
Itapuí;SP;2016;310.000,00;;;0,000
Itapura;SP;2016;671.219,83;;;0,000
Itaquaquecetuba;SP;2016;28.278.095,54;;;0,000
Itararé;SP;2016;2.270.223,99;1.424.602,24;;0,628
Itariri;SP;2016;1.186.928,53;;;0,000
Itatiba;SP;2016;7.369.845,14;4.143.215,79;;0,562
Itatinga;SP;2016;446.880,00;400.000,00;;0,895
Itirapina;SP;2016;486.092,12;551.488,47;;1,135
Itirapuã;SP;2016;125.614,60;0;;0,000
Itobi;SP;2016;341.500,00;;;0,000
Itu;SP;2016;43.227.382,85;;;0,000
Itupeva;SP;2016;590.937,00;;;0,000
Ituverava;SP;2016;4.096.186,71;1.020.991,34;;0,249
Jaborandi;SP;2016;426.758,16;30.018,21;;0,070
Jaboticabal;SP;2016;2.854.688,59;;;0,000
Jacareí;SP;2016;25.409.782,33;6.336.729,63;;0,249
Jaci;SP;2016;257.920,00;147.500,00;;0,572
Jacupiranga;SP;2016;433.000,00;;;0,000
Jaguariúna;SP;2016;7.360.939,43;3.109.005,50;;0,422
Jambeiro;SP;2016;257.397,71;;;0,000
Jandira;SP;2016;8.697.901,06;;;0,000
Jardinópolis;SP;2016;4.545.177,24;455.839,35;;0,100
Jarinu;SP;2016;4.525.000,00;;;0,000
Joanópolis;SP;2016;1.789.000,00;;;0,000
João Ramalho;SP;2016;568.000,00;;;0,000
Jumirim;SP;2016;74.432,46;63.699,60;;0,856
Jundiaí;SP;2016;101.171.181,41;40.015.006,53;;0,396
Junqueirópolis;SP;2016;806.139,11;;;0,000
Juquiá;SP;2016;411.662,88;;;0,000
Juquitiba;SP;2016;510.128,00;0;;0,000
Lagoinha;SP;2016;101.540,00;;;0,000
Lavínia;SP;2016;387.471,47;;;0,000
Leme;SP;2016;8.695.220,42;;;0,000
Lençóis Paulista;SP;2016;7.413.457,84;828.757,54;;0,112
Limeira;SP;2016;27.493.858,01;1.989.736,19;;0,072
Lindóia;SP;2016;192.259,56;;;0,000
Lins;SP;2016;5.834.954,40;4.370.407,81;;0,749
Lorena;SP;2016;4.525.549,93;990.710,51;;0,219
Lourdes;SP;2016;25.000,00;;;0,000
Louveira;SP;2016;5.178.496,75;;;0,000
Lucélia;SP;2016;524.760,00;;;0,000
Lucianópolis;SP;2016;216.423,89;34.365,98;;0,159
Luiziânia;SP;2016;467.126,54;14.464,11;;0,031
Lupércio;SP;2016;340.177,56;77.356,48;;0,227
Lutécia;SP;2016;248.747,33;;;0,000
Macatuba;SP;2016;1.800.000,00;354.848,55;;0,197
Macaubal;SP;2016;648.778,66;;;0,000
Macedônia;SP;2016;168.961,78;20.366,16;;0,121
Magda;SP;2016;168.604,00;;;0,000
Mairinque;SP;2016;5.162.543,37;3.160.753,82;;0,612
Manduri;SP;2016;426.146,53;;;0,000
Marabá Paulista;SP;2016;122.176,00;0;;0,000
Maracaí;SP;2016;281.396,31;193.647,57;;0,688
Marapoama;SP;2016;333.489,46;;;0,000
Marília;SP;2016;8.181.819,56;;;0,000
Marinópolis;SP;2016;134.966,76;;;0,000
Martinópolis;SP;2016;976.573,58;;;0,000
Matão;SP;2016;9.605.088,50;;;0,000
Mauá;SP;2016;30.212.634,56;;;0,000
Mendonça;SP;2016;253.425,13;;;0,000
Meridiano;SP;2016;279.060,00;23.750,00;;0,085
Mesópolis;SP;2016;30.000,00;;;0,000
Miguelópolis;SP;2016;3.485.600,00;314.549,82;;0,090
Mineiros do Tietê;SP;2016;761.673,48;;;0,000
Miracatu;SP;2016;1.096.281,00;;;0,000
Mira Estrela;SP;2016;227.956,89;;;0,000
Mirandópolis;SP;2016;1.108.520,50;;;0,000
Mirassol;SP;2016;6.456.183,85;3.570.425,53;;0,553
Mirassolândia;SP;2016;158.131,20;;;0,000
Mogi das Cruzes;SP;2016;48.861.717,40;;;0,000
Mogi Guaçu;SP;2016;9.992.991,32;3.158.324,39;;0,316
Mogi Mirim;SP;2016;7.830.899,16;4.071.218,45;;0,520
Mombuca;SP;2016;361.876,39;54.386,49;;0,150
Monções;SP;2016;702.039,37;21.918,05;;0,031
Mongaguá;SP;2016;9.291.463,38;6.953.913,04;;0,748
Monte Alegre do Sul;SP;2016;498.148,51;;;0,000
Monte Alto;SP;2016;4.206.000,00;;;0,000
Monte Aprazível;SP;2016;2.108.500,00;1.309.333,92;;0,621
Monte Azul Paulista;SP;2016;872.196,99;;;0,000
Monte Castelo;SP;2016;61.983,68;;;0,000
Monteiro Lobato;SP;2016;87.672,94;;;0,000
Monte Mor;SP;2016;2.817.706,64;70.000,00;;0,025
Morro Agudo;SP;2016;1.980.273,56;;;0,000
Morungaba;SP;2016;1.370.199,95;240.119,17;;0,175
Motuca;SP;2016;358.899,40;;;0,000
Murutinga do Sul;SP;2016;245.840,49;52.500,00;;0,214
Narandiba;SP;2016;373.495,25;;;0,000
Nazaré Paulista;SP;2016;1.123.520,00;;;0,000
Neves Paulista;SP;2016;1.056.406,00;104.746,00;;0,099
Nhandeara;SP;2016;1.651.822,66;532.270,40;;0,322
Nipoã;SP;2016;298.480,13;23.362,20;;0,078
Nova Aliança;SP;2016;475.617,12;110.875,77;;0,233
Nova Campina;SP;2016;128.439,00;;;0,000
Nova Canaã Paulista;SP;2016;215.196,25;;;0,000
Nova Castilho;SP;2016;157.201,00;;;0,000
Nova Europa;SP;2016;242.303,12;;;0,000
Nova Granada;SP;2016;1.504.022,79;355.836,53;;0,237
Nova Independência;SP;2016;553.215,01;;;0,000
Novais;SP;2016;156.994,59;39.118,10;;0,249
Nova Luzitânia;SP;2016;163.534,57;78.019,44;;0,477
Nova Odessa;SP;2016;3.410.583,90;1.543.930,11;;0,453
Novo Horizonte;SP;2016;1.428.000,00;;;0,000
Nuporanga;SP;2016;197.582,20;17.330,82;;0,088
Ocauçu;SP;2016;499.645,56;55.721,82;;0,112
Olímpia;SP;2016;5.675.960,26;4.275.549,93;;0,753
Onda Verde;SP;2016;251.320,06;;;0,000
Orindiúva;SP;2016;607.233,85;133.884,71;;0,220
Orlândia;SP;2016;3.424.156,00;2.200.000,00;;0,642
Osasco;SP;2016;52.431.191,41;28.434.374,54;;0,542
Osvaldo Cruz;SP;2016;1.274.701,13;661.609,48;;0,519
Ourinhos;SP;2016;12.889.569,93;7.956.995,15;;0,617
Ouroeste;SP;2016;332.000,00;67.000,00;;0,202
Pacaembu;SP;2016;312.154,11;;;0,000
Palestina;SP;2016;799.243,76;;;0,000
Palmares Paulista;SP;2016;219.208,60;31.102,00;;0,142
Palmeira D Oeste;SP;2016;341.554,20;170.777,10;;0,500
Palmital;SP;2016;1.209.247,19;961.085,96;;0,795
Paraguaçu Paulista;SP;2016;1.520.214,48;87.203,88;;0,057
Paraibuna;SP;2016;600.000,00;;;0,000
Paraíso;SP;2016;531.696,16;41.294,91;;0,078
Paranapanema;SP;2016;996.699,00;;;0,000
Paranapuã;SP;2016;169.930,05;28.205,78;;0,166
Parapuã;SP;2016;625.429,90;;;0,000
Pardinho;SP;2016;287.705,44;;;0,000
Pariquera-Açu;SP;2016;424.636,10;;;0,000
Parisi;SP;2016;276.103,88;62.891,53;;0,228
Patrocínio Paulista;SP;2016;1.524.014,41;;;0,000
Paulicéia;SP;2016;408.125,33;48.407,78;;0,119
Paulistânia;SP;2016;97.531,06;5.294,17;;0,054
Paulo de Faria;SP;2016;248.524,24;;;0,000
Pedra Bela;SP;2016;158.650,94;;;0,000
Pedranópolis;SP;2016;355.260,04;38.428,72;;0,108
Pedreira;SP;2016;3.329.164,11;;;0,000
Pedrinhas Paulista;SP;2016;271.030,30;54.566,72;;0,201
Penápolis;SP;2016;4.690.948,82;4.203.936,08;;0,896
Pereira Barreto;SP;2016;1.638.436,60;34.392,48;;0,021
Piacatu;SP;2016;176.269,36;119.075,92;;0,676
Piedade;SP;2016;645.379,00;;;0,000
Pilar do Sul;SP;2016;420.000,00;;;0,000
Pindamonhangaba;SP;2016;13.259.000,00;;;0,000
Pindorama;SP;2016;855.110,12;;;0,000
Pinhalzinho;SP;2016;754.267,46;244.482,36;;0,324
Piquerobi;SP;2016;82.000,00;12.278,00;;0,150
Piquete;SP;2016;1.132.217,54;;;0,000
Piracaia;SP;2016;2.710.421,08;;;0,000
Piracicaba;SP;2016;62.675.563,16;22.023.249,97;;0,351
Pirajuí;SP;2016;294.667,24;;;0,000
Pirangi;SP;2016;605.812,20;255.239,54;;0,421
Pirapozinho;SP;2016;2.773.211,46;289.897,23;;0,105
Pirassununga;SP;2016;3.052.877,34;1.523.237,51;;0,499
Piratininga;SP;2016;813.955,00;;;0,000
Pitangueiras;SP;2016;2.738.461,60;0;;0,000
Planalto;SP;2016;464.090,52;17.043,94;;0,037
Platina;SP;2016;437.225,08;;;0,000
Poá;SP;2016;10.431.863,94;4.578.093,45;;0,439
Poloni;SP;2016;192.837,24;45.473,24;;0,236
Pompéia;SP;2016;255.000,00;;;0,000
Pongaí;SP;2016;615.044,59;;;0,000
Pontal;SP;2016;1.653.682,80;;;0,000
Pontalinda;SP;2016;76.600,00;;;0,000
Populina;SP;2016;410.765,66;11.545,29;;0,028
Porangaba;SP;2016;808.639,94;96.680,15;;0,120
Porto Feliz;SP;2016;5.311.184,18;;;0,000
Porto Ferreira;SP;2016;3.621.400,00;1.587.935,00;;0,438
Potim;SP;2016;461.100,00;252.000,00;;0,547
Pracinha;SP;2016;288.571,68;;;0,000
Praia Grande;SP;2016;58.587.836,81;;;0,000
Pratânia;SP;2016;610.788,71;;;0,000
Presidente Alves;SP;2016;724.856,27;38.147,87;;0,053
Presidente Bernardes;SP;2016;752.817,91;54.522,79;;0,072
Presidente Epitácio;SP;2016;6.031.921,30;0;;0,000
Presidente Prudente;SP;2016;21.329.157,36;29.039.186,02;;1,361
Presidente Venceslau;SP;2016;2.079.141,47;419.317,69;;0,202
Quadra;SP;2016;271.680,88;21.470,04;;0,079
Quatá;SP;2016;236.588,00;;;0,000
Queiroz;SP;2016;256.082,10;;;0,000
Queluz;SP;2016;704.329,16;0;;0,000
Quintana;SP;2016;454.506,20;;;0,000
Rafard;SP;2016;407.014,66;;;0,000
Rancharia;SP;2016;1.347.531,84;;;0,000
Redenção da Serra;SP;2016;359.974,84;15.950,34;;0,044
Regente Feijó;SP;2016;1.254.385,00;469.990,86;;0,375
Reginópolis;SP;2016;230.776,78;;;0,000
Registro;SP;2016;3.738.977,10;;;0,000
Restinga;SP;2016;126.940,00;;;0,000
Ribeira;SP;2016;70.000,00;10.245,00;;0,146
Ribeirão Bonito;SP;2016;1.023.313,73;678.868,38;;0,663
Ribeirão Corrente;SP;2016;225.499,47;4.189,62;;0,019
Ribeirão Grande;SP;2016;452.000,00;;;0,000
Ribeirão Pires;SP;2016;6.746.397,62;;;0,000
Ribeirão Preto;SP;2016;83.967.070,91;;;0,000
Riversul;SP;2016;106.813,70;51.000,00;;0,477
Rifaina;SP;2016;1.177.000,00;;;0,000
Rincão;SP;2016;581.004,54;335.561,18;;0,578
Rinópolis;SP;2016;279.018,59;;;0,000
Rio Claro;SP;2016;12.240.296,11;;;0,000
Rio das Pedras;SP;2016;2.447.200,00;;;0,000
Rio Grande da Serra;SP;2016;2.472.669,21;;;0,000
Riolândia;SP;2016;1.458.900,59;39.157,40;;0,027
Rosana;SP;2016;1.918.856,12;;;0,000
Roseira;SP;2016;237.490,61;;;0,000
Rubiácea;SP;2016;712.000,00;;;0,000
Rubinéia;SP;2016;145.797,96;;;0,000
Sagres;SP;2016;424.115,89;13.447,28;;0,032
Sales;SP;2016;422.400,00;;;0,000
Sales Oliveira;SP;2016;339.033,48;;;0,000
Salesópolis;SP;2016;1.428.302,40;1.428.302,40;;1,000
Saltinho;SP;2016;1.291.974,84;676.923,72;;0,524
Salto;SP;2016;24.374.419,42;;;0,000
Salto de Pirapora;SP;2016;2.206.527,62;;;0,000
Salto Grande;SP;2016;217.727,52;;;0,000
Sandovalina;SP;2016;36.710,00;13.769,00;;0,375
Santa Adélia;SP;2016;781.444,53;;;0,000
Santa Bárbara D Oeste;SP;2016;10.267.608,33;;;0,000
Santa Branca;SP;2016;647.865,65;396.511,63;;0,612
Santa Clara D Oeste;SP;2016;381.512,03;7.536,65;;0,020
Santa Cruz da Conceição;SP;2016;677.000,00;;;0,000
Santa Cruz da Esperança;SP;2016;21.600,00;;;0,000
Santa Cruz das Palmeiras;SP;2016;2.094.505,73;;;0,000
Santa Cruz do Rio Pardo;SP;2016;4.013.269,55;;;0,000
Santa Ernestina;SP;2016;437.501,22;0;;0,000
Santa Fé do Sul;SP;2016;2.084.435,32;;;0,000
Santa Gertrudes;SP;2016;4.419.883,08;301.241,96;;0,068
Santa Isabel;SP;2016;5.438.354,64;;;0,000
Santa Lúcia;SP;2016;463.736,22;17.205,66;;0,037
Santa Maria da Serra;SP;2016;84.158,00;;;0,000
Santa Mercedes;SP;2016;390.823,61;;;0,000
Santana da Ponte Pensa;SP;2016;138.011,84;39.102,58;;0,283
Santana de Parnaíba;SP;2016;14.706.831,10;6.453.117,40;;0,439
Santa Rita D Oeste;SP;2016;337.140,29;;;0,000
Santa Rita do Passa Quatro;SP;2016;441.431,52;500.000,00;;1,133
Santa Rosa de Viterbo;SP;2016;1.387.103,28;;;0,000
Santo Anastácio;SP;2016;397.540,00;;;0,000
Santo André;SP;2016;92.493.633,71;78.281.134,38;;0,846
Santo Antônio da Alegria;SP;2016;208.179,03;;;0,000
Santo Antônio de Posse;SP;2016;917.500,00;;;0,000
Santo Antônio do Aracanguá;SP;2016;;;;#DIV/0!
Santo Expedito;SP;2016;338.244,60;;;0,000
Santópolis do Aguapeí;SP;2016;142.678,24;45.840,82;;0,321
Santos;SP;2016;66.256.095,03;43.850.340,96;;0,662
São Bento do Sapucaí;SP;2016;852.800,00;;;0,000
São Bernardo do Campo;SP;2016;118.817.633,00;69.072.043,00;;0,581
São Caetano do Sul;SP;2016;44.568.380,34;44.826.120,51;;1,006
São Carlos;SP;2016;12.230.459,40;;;0,000
São Francisco;SP;2016;600.000,00;55.000,00;;0,092
São João da Boa Vista;SP;2016;8.914.360,17;;;0,000
São João de Iracema;SP;2016;68.482,75;;;0,000
São João do Pau d Alho;SP;2016;114.000,00;;;0,000
São Joaquim da Barra;SP;2016;6.855.130,81;;;0,000
São José da Bela Vista;SP;2016;655.120,00;;;0,000
São José do Barreiro;SP;2016;230.605,37;102.105,83;;0,443
São José do Rio Pardo;SP;2016;3.470.528,21;1.249.846,44;;0,360
São José do Rio Preto;SP;2016;51.514.800,43;;;0,000
São José dos Campos;SP;2016;98.605.259,88;9.975.492,00;;0,101
São Luís do Paraitinga;SP;2016;760.000,00;;;0,000
São Manuel;SP;2016;1.976.969,49;;;0,000
São Miguel Arcanjo;SP;2016;1.499.323,11;;;0,000
São Paulo;SP;2016;2.362.136.211,40;;;0,000
São Pedro do Turvo;SP;2016;396.175,00;;;0,000
São Sebastião da Grama;SP;2016;877.275,62;;;0,000
São Vicente;SP;2016;47.899.776,63;38.300.097,85;;0,800
Sarapuí;SP;2016;451.900,00;16.145,00;;0,036
Sarutaiá;SP;2016;165.720,00;;;0,000
Sebastianópolis do Sul;SP;2016;325.445,12;22.491,79;;0,069
Serra Azul;SP;2016;173.246,66;;;0,000
Serrana;SP;2016;2.777.372,52;;;0,000
Serra Negra;SP;2016;828.772,40;1.683.344,21;;2,031
Sertãozinho;SP;2016;17.418.799,05;10.001.062,30;;0,574
Sete Barras;SP;2016;1.473.288,00;;;0,000
Severínia;SP;2016;605.900,39;;;0,000
Socorro;SP;2016;2.470.640,37;;;0,000
Sorocaba;SP;2016;73.559.635,91;48.411.873,68;;0,658
Sud Mennucci;SP;2016;943.800,72;;;0,000
Sumaré;SP;2016;7.443.189,11;;;0,000
Suzano;SP;2016;31.181.954,00;;;0,000
Suzanápolis;SP;2016;321.125,93;19.689,58;;0,061
Tabapuã;SP;2016;632.859,72;309.167,95;;0,489
Tabatinga;SP;2016;617.627,04;253.291,08;;0,410
Taboão da Serra;SP;2016;30.997.618,64;11.000.000,00;;0,355
Taciba;SP;2016;170.000,00;;;0,000
Taguaí;SP;2016;272.139,98;;;0,000
Taiaçu;SP;2016;128.526,08;;;0,000
Taiúva;SP;2016;187.031,66;;;0,000
Tambaú;SP;2016;865.247,93;;;0,000
Tanabi;SP;2016;694.410,16;623.590,65;;0,898
Tapiraí;SP;2016;228.111,08;89.423,62;;0,392
Tapiratiba;SP;2016;184.045,19;235.618,97;;1,280
Taquaral;SP;2016;182.705,53;0;;0,000
Taquarivaí;SP;2016;360.847,27;8.327,90;;0,023
Tarabai;SP;2016;205.617,67;;;0,000
Tarumã;SP;2016;1.337.401,44;;;0,000
Tatuí;SP;2016;9.608.564,00;119.047,00;;0,012
Taubaté;SP;2016;53.478.715,38;;;0,000
Teodoro Sampaio;SP;2016;2.636.151,66;;;0,000
Terra Roxa;SP;2016;779.523,74;520.000,00;;0,667
Timburi;SP;2016;379.002,31;;;0,000
Torre de Pedra;SP;2016;220.693,16;22.685,50;;0,103
Torrinha;SP;2016;667.068,99;115.876,00;;0,174
Tremembé;SP;2016;2.976.034,20;1.140.000,00;;0,383
Três Fronteiras;SP;2016;483.476,90;;;0,000
Tupã;SP;2016;5.635.356,70;3.321.036,52;;0,589
Tupi Paulista;SP;2016;1.426.403,03;291.908,12;;0,205
Turiúba;SP;2016;160.708,70;0;;0,000
Turmalina;SP;2016;143.742,17;37.541,96;;0,261
Ubarana;SP;2016;452.621,96;22.434,69;;0,050
Ubirajara;SP;2016;98.030,00;;;0,000
Uchoa;SP;2016;200.000,00;;;0,000
União Paulista;SP;2016;170.400,00;;;0,000
Urânia;SP;2016;386.316,27;81.632,51;;0,211
Uru;SP;2016;445.279,30;8.058,89;;0,018
Urupês;SP;2016;498.773,93;;;0,000
Valentim Gentil;SP;2016;578.141,91;268.908,58;;0,465
Valinhos;SP;2016;26.885.091,13;9.110.000,00;;0,339
Vargem Grande do Sul;SP;2016;1.093.373,28;;;0,000
Vargem Grande Paulista;SP;2016;5.672.262,79;;;0,000
Várzea Paulista;SP;2016;4.410.555,45;2.167.541,20;;0,491
Vera Cruz;SP;2016;370.000,00;;;0,000
Viradouro;SP;2016;238.299,40;165.400,57;;0,694
Vista Alegre do Alto;SP;2016;222.274,59;173.762,14;;0,782
Vitória Brasil;SP;2016;122.518,97;;;0,000
Votorantim;SP;2016;4.070.282,13;4.139.745,19;;1,017
Votuporanga;SP;2016;9.750.645,72;;;0,000
Zacarias;SP;2016;201.585,76;;;0,000
Chavantes;SP;2016;2.450.085,55;220.072,34;;0,090
Estiva Gerbi;SP;2016;1.484.828,83;115.194,05;;0,078
Abreulândia;TO;2016;109.120,48;;;0,000
Aguiarnópolis;TO;2016;497.400,00;;;0,000
Ananás;TO;2016;350.000,00;;;0,000
Angico;TO;2016;400.000,00;;;0,000
Araguacema;TO;2016;689.204,31;;;0,000
Araguaçu;TO;2016;1.540.452,17;;;0,000
Araguaína;TO;2016;13.520.000,00;1.505.549,77;;0,111
Araguanã;TO;2016;204.769,93;;;0,000
Arapoema;TO;2016;651.733,62;;;0,000
Augustinópolis;TO;2016;1.027.087,57;;;0,000
Aurora do Tocantins;TO;2016;370.469,00;;;0,000
Babaçulândia;TO;2016;730.000,00;;;0,000
Bandeirantes do Tocantins;TO;2016;320.000,00;;;0,000
Brejinho de Nazaré;TO;2016;372.000,00;;;0,000
Campos Lindos;TO;2016;473.170,00;;;0,000
Cariri do Tocantins;TO;2016;320.000,00;;;0,000
Carrasco Bonito;TO;2016;250.000,00;;;0,000
Centenário;TO;2016;414.000,00;6.181,86;;0,015
Chapada de Areia;TO;2016;150.000,00;;;0,000
Colinas do Tocantins;TO;2016;1.508.640,00;;;0,000
Combinado;TO;2016;500.000,00;;;0,000
Couto de Magalhães;TO;2016;55.628,00;;;0,000
Cristalândia;TO;2016;110.000,00;;;0,000
Crixás do Tocantins;TO;2016;25.000,00;;;0,000
Dianópolis;TO;2016;1.103.328,00;;;0,000
Divinópolis do Tocantins;TO;2016;175.000,00;;;0,000
Dois Irmãos do Tocantins;TO;2016;111.272,50;;;0,000
Dueré;TO;2016;252.736,12;;;0,000
Figueirópolis;TO;2016;280.000,00;;;0,000
Formoso do Araguaia;TO;2016;982.833,23;;;0,000
Fortaleza do Tabocão;TO;2016;118.457,28;;;0,000
Goianorte;TO;2016;531.593,00;;;0,000
Goiatins;TO;2016;240.000,00;;;0,000
Guaraí;TO;2016;3.286.400,00;;;0,000
Itacajá;TO;2016;390.000,00;;;0,000
Itapiratins;TO;2016;320.000,00;;;0,000
Itaporã do Tocantins;TO;2016;198.698,00;;;0,000
Lagoa da Confusão;TO;2016;150.000,00;;;0,000
Lajeado;TO;2016;270.000,00;;;0,000
Lavandeira;TO;2016;33.210,00;;;0,000
Lizarda;TO;2016;227.715,03;;;0,000
Luzinópolis;TO;2016;77.000,00;;;0,000
Marianópolis do Tocantins;TO;2016;340.000,00;;;0,000
Mateiros;TO;2016;470.000,00;;;0,000
Maurilândia do Tocantins;TO;2016;216.548,00;;;0,000
Miracema do Tocantins;TO;2016;1.100.000,00;;;0,000
Monte do Carmo;TO;2016;148.000,00;;;0,000
Nova Olinda;TO;2016;670.000,00;;;0,000
Novo Alegre;TO;2016;86.000,00;;;0,000
Novo Jardim;TO;2016;253.975,34;;;0,000
Palmeirópolis;TO;2016;461.840,00;;;0,000
Paraíso do Tocantins;TO;2016;7.140.000,00;;;0,000
Pau D Arco;TO;2016;92.000,00;;;0,000
Pedro Afonso;TO;2016;970.000,00;;;0,000
Peixe;TO;2016;1.106.200,00;;;0,000
Pequizeiro;TO;2016;325.638,00;;;0,000
Colméia;TO;2016;422.462,02;;;0,000
Ponte Alta do Tocantins;TO;2016;196.500,00;;;0,000
Porto Alegre do Tocantins;TO;2016;119.940,00;;;0,000
Praia Norte;TO;2016;495.693,42;;;0,000
Presidente Kennedy;TO;2016;222.000,00;;;0,000
Pugmil;TO;2016;477.623,80;;;0,000
Riachinho;TO;2016;350.000,00;;;0,000
Rio da Conceição;TO;2016;431.650,00;;;0,000
Sandolândia;TO;2016;30.000,00;;;0,000
Santa Maria do Tocantins;TO;2016;170.000,00;;;0,000
Santa Rita do Tocantins;TO;2016;137.700,00;;;0,000
