Município;Estado;Ano de Referência;FN220 - Despesa total com serviços de manejo de RSU (Antigo campo GE007);FN222 - Receita arrecadada com taxas e tarifas referentes à gestão e manejo de RSU (Antigo campo GE006);.;DS_2019
Alto Paraíso;PR;2017;138.004,56;54.081,55;;0,392
Virmond;PR;2017;142.433,00;;;0,000
Vitorino;PR;2017;399.361,26;89.266,13;;0,224
Xambrê;PR;2017;526.132,65;363.981,27;;0,692
Angra dos Reis;RJ;2017;29.988.000,00;5.790.907,32;;0,193
Barra do Piraí;RJ;2017;13.247.690,76;2.742.571,02;;0,207
Barra Mansa;RJ;2017;9.621.530,98;;;0,000
Bom Jardim;RJ;2017;2.770.748,11;813.305,43;;0,294
Cabo Frio;RJ;2017;33.566.807,00;;;0,000
Cambuci;RJ;2017;500.000,00;;;0,000
Carapebus;RJ;2017;3.019.482,72;;;0,000
Campos dos Goytacazes;RJ;2017;48.650.455,31;5.826.143,00;;0,120
Cantagalo;RJ;2017;2.767.501,67;194.830,21;;0,070
Casimiro de Abreu;RJ;2017;11.148.649,03;418.549,62;;0,038
Conceição de Macabu;RJ;2017;2.601.541,06;;;0,000
Cordeiro;RJ;2017;1.477.827,20;;;0,000
Duas Barras;RJ;2017;1.111.828,91;53.165,17;;0,048
Duque de Caxias;RJ;2017;90.821.289,05;12.061.676,17;;0,133
Iguaba Grande;RJ;2017;5.052.080,96;776.518,39;;0,154
Itaboraí;RJ;2017;10.050.600,15;4.385.395,47;;0,436
Italva;RJ;2017;3.149.649,36;;;0,000
Itaocara;RJ;2017;3.000.000,00;;;0,000
Itaperuna;RJ;2017;10.254.075,48;;;0,000
Itatiaia;RJ;2017;12.494.754,60;856.653,77;;0,069
Japeri;RJ;2017;7.224.387,74;530.519,00;;0,073
Laje do Muriaé;RJ;2017;450.304,59;;;0,000
Macuco;RJ;2017;1.627.551,76;;;0,000
Magé;RJ;2017;11.704.158,16;3.088.504,88;;0,264
Mangaratiba;RJ;2017;17.655.023,00;3.391.612,74;;0,192
Maricá;RJ;2017;25.732.529,92;4.344.969,48;;0,169
Mendes;RJ;2017;3.381.126,26;222.502,84;;0,066
Mesquita;RJ;2017;6.252.358,34;0;;0,000
Miracema;RJ;2017;2.062.500,00;;;0,000
Natividade;RJ;2017;1.769.821,98;;;0,000
Niterói;RJ;2017;239.309.800,01;239.309.801,01;;1,000
Nova Friburgo;RJ;2017;16.575.657,36;10.931.614,08;;0,659
Nova Iguaçu;RJ;2017;71.366.355,00;10.000.000,00;;0,140
Paracambi;RJ;2017;1.067.463,84;;;0,000
Paraty;RJ;2017;12.549.432,35;3.210.818,02;;0,256
Paty do Alferes;RJ;2017;2.227.930,67;237.177,31;;0,106
Petrópolis;RJ;2017;66.201.176,83;20.826.386,96;;0,315
Pinheiral;RJ;2017;1.226.070,51;;;0,000
Piraí;RJ;2017;5.908.463,99;642.363,75;;0,109
Porciúncula;RJ;2017;870.000,00;;;0,000
Porto Real;RJ;2017;3.909.892,16;;;0,000
Quatis;RJ;2017;2.403.932,67;75.598,56;;0,031
Queimados;RJ;2017;17.689.798,00;;;0,000
Quissamã;RJ;2017;5.064.959,94;;;0,000
Resende;RJ;2017;11.363.938,72;;;0,000
Rio Bonito;RJ;2017;8.288.260,00;;;0,000
Rio Claro;RJ;2017;3.393.512,90;285.749,83;;0,084
Rio de Janeiro;RJ;2017;1.860.939.948,88;1.860.939.948,89;;1,000
Santa Maria Madalena;RJ;2017;1.136.397,74;106.125,13;;0,093
Santo Antônio de Pádua;RJ;2017;7.681.501,87;;;0,000
São Francisco de Itabapoana;RJ;2017;2.675.636,40;;;0,000
São Fidélis;RJ;2017;1.200.000,00;;;0,000
São Gonçalo;RJ;2017;59.288.385,48;18.619.542,12;;0,314
São João da Barra;RJ;2017;5.985.077,75;;;0,000
São José de Ubá;RJ;2017;740.848,48;;;0,000
São José do Vale do Rio Preto;RJ;2017;453.684,90;;;0,000
São Pedro da Aldeia;RJ;2017;9.563.345,43;1.999.167,27;;0,209
Sumidouro;RJ;2017;1.826.398,25;;;0,000
Tanguá;RJ;2017;4.636.896,56;176.771,55;;0,038
Valença;RJ;2017;4.076.969,20;;;0,000
Varre-Sai;RJ;2017;858.764,00;;;0,000
Vassouras;RJ;2017;575.655,82;398.565,56;;0,692
Volta Redonda;RJ;2017;43.108.228,55;;;0,000
Acari;RN;2017;1.084.474,87;;;0,000
Açu;RN;2017;5.538.999,60;34.000,00;;0,006
Afonso Bezerra;RN;2017;696.556,00;;;0,000
Água Nova;RN;2017;398.500,00;;;0,000
Alexandria;RN;2017;910.569,60;;;0,000
Almino Afonso;RN;2017;435.060,00;;;0,000
Alto do Rodrigues;RN;2017;234.023,06;;;0,000
Antônio Martins;RN;2017;180.000,00;;;0,000
Areia Branca;RN;2017;1.610.000,00;;;0,000
Baraúna;RN;2017;2.227.347,40;;;0,000
Barcelona;RN;2017;325.000,00;194,4;;0,001
Bodó;RN;2017;181.104,85;;;0,000
Caiçara do Norte;RN;2017;323.442,24;;;0,000
Caicó;RN;2017;1.522.806,65;;;0,000
Campo Redondo;RN;2017;487.110,00;;;0,000
Canguaretama;RN;2017;3.090.000,00;;;0,000
Carnaubais;RN;2017;1.577.760,00;;;0,000
Cruzeta;RN;2017;103.150,00;;;0,000
Parnamirim;RN;2017;11.351.985,49;4.968.670,09;;0,438
Encanto;RN;2017;59.816,00;;;0,000
Felipe Guerra;RN;2017;967.997,22;;;0,000
Frutuoso Gomes;RN;2017;350.000,00;;;0,000
Grossos;RN;2017;250.000,00;0;;0,000
Guamaré;RN;2017;1.619.686,08;;;0,000
Ipanguaçu;RN;2017;1.105.076,40;0;;0,000
Ipueira;RN;2017;263.787,18;;;0,000
Jaçanã;RN;2017;310.500,00;;;0,000
Jardim de Angicos;RN;2017;85.900,00;;;0,000
Jardim de Piranhas;RN;2017;922.000,00;;;0,000
Jardim do Seridó;RN;2017;268.152,16;0;;0,000
João Câmara;RN;2017;573.000,00;;;0,000
João Dias;RN;2017;120.000,00;;;0,000
José da Penha;RN;2017;260.000,00;;;0,000
Jucurutu;RN;2017;550.000,00;;;0,000
Jundiá;RN;2017;436.939,85;;;0,000
Lagoa de Pedras;RN;2017;332.639,04;;;0,000
Lajes;RN;2017;718.829,68;;;0,000
Lucrécia;RN;2017;495.000,00;;;0,000
Luís Gomes;RN;2017;145.999,10;;;0,000
Macau;RN;2017;3.760.740,00;;;0,000
Major Sales;RN;2017;151.680,00;;;0,000
Marcelino Vieira;RN;2017;587.945,00;;;0,000
Martins;RN;2017;223.126,93;60.643,00;;0,272
Montanhas;RN;2017;360.000,00;;;0,000
Mossoró;RN;2017;24.542.539,91;26.572.494,60;;1,083
Natal;RN;2017;165.973.176,75;54.158.244,41;;0,326
Nísia Floresta;RN;2017;3.116.521,11;0;;0,000
Nova Cruz;RN;2017;1.680.550,40;;;0,000
Ouro Branco;RN;2017;243.171,00;;;0,000
Paraná;RN;2017;252.000,00;;;0,000
Paraú;RN;2017;425.085,40;;;0,000
Passa e Fica;RN;2017;644.388,00;1.441,80;;0,002
Pedra Grande;RN;2017;436.339,90;;;0,000
Pilões;RN;2017;221.460,00;;;0,000
Portalegre;RN;2017;328.028,00;;;0,000
Porto do Mangue;RN;2017;1.014.432,00;;;0,000
Presidente Juscelino;RN;2017;813.807,36;73.661,01;;0,091
Rafael Fernandes;RN;2017;62.200,00;;;0,000
Riacho de Santana;RN;2017;165.182,73;;;0,000
Santa Cruz;RN;2017;3.159.322,63;323.123,85;;0,102
Santana do Seridó;RN;2017;54.000,00;;;0,000
Santo Antônio;RN;2017;681.600,00;;;0,000
São Francisco do Oeste;RN;2017;884.550,16;;;0,000
São Gonçalo do Amarante;RN;2017;9.463.301,00;1.095.691,28;;0,116
São João do Sabugi;RN;2017;1.008.664,37;;;0,000
São José de Mipibu;RN;2017;2.586.501,12;;;0,000
São José do Campestre;RN;2017;175.400,00;;;0,000
São José do Seridó;RN;2017;1.340.000,00;12.395,91;;0,009
Serra Negra do Norte;RN;2017;913.437,00;;;0,000
Taboleiro Grande;RN;2017;642.795,89;;;0,000
Tangará;RN;2017;2.124.000,00;;;0,000
Tenente Ananias;RN;2017;160.000,00;;;0,000
Tibau do Sul;RN;2017;2.950.831,36;199.055,72;;0,067
Upanema;RN;2017;110.000,00;;;0,000
Várzea;RN;2017;179.220,00;;;0,000
Venha-Ver;RN;2017;186.302,56;;;0,000
Vera Cruz;RN;2017;297.536,50;;;0,000
Viçosa;RN;2017;120.000,00;;;0,000
Ariquemes;RO;2017;8.736.240,51;3.353.271,41;;0,384
Cabixi;RO;2017;687.825,72;22.526,94;;0,033
Cerejeiras;RO;2017;575.829,74;608.286,70;;1,056
Colorado do Oeste;RO;2017;351.500,00;;;0,000
Corumbiara;RO;2017;161.769,81;74.372,37;;0,460
Espigão D Oeste;RO;2017;1.215.788,75;241.069,47;;0,198
Jaru;RO;2017;1.707.872,23;;;0,000
Ji-Paraná;RO;2017;4.873.167,91;1.200.000,00;;0,246
Machadinho D Oeste;RO;2017;2.364.499,06;377.799,46;;0,160
Ouro Preto do Oeste;RO;2017;577.976,16;834.008,22;;1,443
Pimenta Bueno;RO;2017;2.196.000,00;899.201,00;;0,409
Porto Velho;RO;2017;31.234.412,20;9.569.175,79;;0,306
Rolim de Moura;RO;2017;2.298.314,97;1.656.314,97;;0,721
Vilhena;RO;2017;7.393.118,09;4.037.475,28;;0,546
Nova Mamoré;RO;2017;744.002,16;;;0,000
Alvorada D Oeste;RO;2017;196.000,00;;;0,000
Alto Alegre dos Parecis;RO;2017;350.000,00;;;0,000
Buritis;RO;2017;867.000,00;551.723,86;;0,636
Cacaulândia;RO;2017;107.600,00;49.889,69;;0,464
Campo Novo de Rondônia;RO;2017;147.482,48;70.000,00;;0,475
Chupinguaia;RO;2017;165.472,51;;;0,000
Cujubim;RO;2017;372.960,00;116.239,61;;0,312
Primavera de Rondônia;RO;2017;42.000,00;;;0,000
Seringueiras;RO;2017;200.000,00;;;0,000
Theobroma;RO;2017;490.000,00;7.000,00;;0,014
Urupá;RO;2017;319.936,39;185.598,08;;0,580
Vale do Anari;RO;2017;282.228,00;;;0,000
Amajari;RR;2017;117.600,00;;;0,000
Boa Vista;RR;2017;47.152.801,25;6.238.449,06;;0,132
Caracaraí;RR;2017;590.260,80;;;0,000
Rorainópolis;RR;2017;220.000,00;22.800,00;;0,104
São João da Baliza;RR;2017;510.000,00;;;0,000
Aceguá;RS;2017;560.829,24;;;0,000
Água Santa;RS;2017;339.571,47;10.650,00;;0,031
Ajuricaba;RS;2017;348.469,81;138.608,92;;0,398
Alecrim;RS;2017;316.846,79;22.624,75;;0,071
Alegrete;RS;2017;4.807.400,00;3.825.699,15;;0,796
Almirante Tamandaré do Sul;RS;2017;129.177,73;42.687,11;;0,330
Alpestre;RS;2017;123.034,55;;;0,000
Alto Alegre;RS;2017;150.644,20;13.253,96;;0,088
Alto Feliz;RS;2017;363.424,74;40.425,56;;0,111
Alvorada;RS;2017;6.324.486,66;4.951.895,64;;0,783
Amaral Ferrador;RS;2017;294.340,70;27.524,74;;0,094
Ametista do Sul;RS;2017;213.823,00;22.647,47;;0,106
André da Rocha;RS;2017;240.634,91;4.897,75;;0,020
Anta Gorda;RS;2017;383.500,83;36.919,93;;0,096
Antônio Prado;RS;2017;1.694.813,16;381.672,53;;0,225
Arambaré;RS;2017;470.290,66;126.935,87;;0,270
Araricá;RS;2017;480.000,00;;;0,000
Arroio do Meio;RS;2017;1.921.450,61;;;0,000
Arroio do Padre;RS;2017;65.467,08;1.895,25;;0,029
Arroio dos Ratos;RS;2017;704.040,00;;;0,000
Arroio do Tigre;RS;2017;530.040,00;465.000,00;;0,877
Arroio Grande;RS;2017;672.856,45;516.828,77;;0,768
Áurea;RS;2017;175.058,88;67.390,37;;0,385
Bagé;RS;2017;8.111.197,25;;;0,000
Barão de Cotegipe;RS;2017;433.482,94;0;;0,000
Barracão;RS;2017;372.000,00;;;0,000
Barra do Quaraí;RS;2017;208.949,00;35.000,40;;0,168
Barra Funda;RS;2017;120.336,00;;;0,000
Bento Gonçalves;RS;2017;12.924.961,20;20.118.409,00;;1,557
Boa Vista das Missões;RS;2017;58.185,00;;;0,000
Boa Vista do Buricá;RS;2017;516.412,55;148.996,04;;0,289
Boa Vista do Cadeado;RS;2017;157.485,02;;;0,000
Boa Vista do Incra;RS;2017;167.933,00;32.089,00;;0,191
Bom Jesus;RS;2017;1.613.587,99;208.000,00;;0,129
Bom Princípio;RS;2017;334.600,00;0;;0,000
Bossoroca;RS;2017;306.825,60;17.869,75;;0,058
Bozano;RS;2017;100.103,09;;;0,000
Caçapava do Sul;RS;2017;2.019.685,00;;;0,000
Cacequi;RS;2017;648.210,63;132.072,79;;0,204
Cachoeira do Sul;RS;2017;7.304.590,72;2.879.251,32;;0,394
Cachoeirinha;RS;2017;19.625.910,80;6.080.912,30;;0,310
Cacique Doble;RS;2017;120.000,00;;;0,000
Caiçara;RS;2017;290.187,05;31.603,71;;0,109
Camaquã;RS;2017;2.151.242,64;285.482,02;;0,133
Camargo;RS;2017;314.329,81;15.815,93;;0,050
Cambará do Sul;RS;2017;269.051,04;36.711,75;;0,136
Campestre da Serra;RS;2017;196.869,60;;;0,000
Campinas do Sul;RS;2017;399.055,91;101.396,15;;0,254
Campo Bom;RS;2017;9.403.849,10;2.702.007,93;;0,287
Candelária;RS;2017;1.636.961,40;481.605,21;;0,294
Cândido Godói;RS;2017;267.000,00;200.000,00;;0,749
Canela;RS;2017;4.001.214,60;3.745.575,81;;0,936
Canguçu;RS;2017;1.341.709,00;274.745,25;;0,205
Canoas;RS;2017;13.823.362,07;;;0,000
Canudos do Vale;RS;2017;17.268,90;6.955,22;;0,403
Capão Bonito do Sul;RS;2017;212.496,39;7.576,28;;0,036
Capão da Canoa;RS;2017;5.496.728,16;3.616.476,70;;0,658
Capão do Leão;RS;2017;1.299.021,89;;;0,000
Capivari do Sul;RS;2017;391.010,81;161.964,68;;0,414
Capela de Santana;RS;2017;567.668,70;46.370,00;;0,082
Capitão;RS;2017;162.783,00;15.267,00;;0,094
Carazinho;RS;2017;4.127.778,09;3.375.034,12;;0,818
Caraá;RS;2017;130.709,38;75.284,42;;0,576
Carlos Barbosa;RS;2017;3.336.864,70;;;0,000
Carlos Gomes;RS;2017;19.223,84;;;0,000
Casca;RS;2017;1.144.630,21;476.230,29;;0,416
Caseiros;RS;2017;229.870,08;39.488,14;;0,172
Catuípe;RS;2017;642.962,20;178.187,88;;0,277
Caxias do Sul;RS;2017;55.336.743,72;30.299.663,78;;0,548
Cerro Branco;RS;2017;133.039,15;27.274,46;;0,205
Cerro Grande do Sul;RS;2017;420.891,06;84.754,45;;0,201
Cerro Largo;RS;2017;820.703,67;487.210,20;;0,594
Chapada;RS;2017;721.506,04;;;0,000
Charqueadas;RS;2017;1.892.622,94;;;0,000
Charrua;RS;2017;230.950,63;;;0,000
Chiapetta;RS;2017;325.458,88;54.767,33;;0,168
Chuvisca;RS;2017;78.872,97;2.406,75;;0,031
Cidreira;RS;2017;4.420.000,00;2.700.000,00;;0,611
Ciríaco;RS;2017;362.582,39;16.572,16;;0,046
Colinas;RS;2017;200.000,00;2.500,00;;0,013
Colorado;RS;2017;179.301,07;26.608,00;;0,148
Condor;RS;2017;396.025,64;;;0,000
Constantina;RS;2017;428.894,60;;;0,000
Coqueiro Baixo;RS;2017;132.078,00;3.822,45;;0,029
Coqueiros do Sul;RS;2017;214.102,42;;;0,000
Coronel Pilar;RS;2017;76.044,18;8.813,97;;0,116
Cotiporã;RS;2017;531.576,92;143.287,31;;0,270
Coxilha;RS;2017;317.612,25;;;0,000
Crissiumal;RS;2017;252.201,82;0;;0,000
Cristal;RS;2017;686.415,42;49.120,00;;0,072
Cruz Alta;RS;2017;9.963.794,79;4.152.944,03;;0,417
Cruzaltense;RS;2017;234.619,56;9.483,81;;0,040
Derrubadas;RS;2017;171.799,66;12.298,50;;0,072
Dezesseis de Novembro;RS;2017;161.293,01;18.432,23;;0,114
Dilermando de Aguiar;RS;2017;140.157,12;;;0,000
Dois Irmãos;RS;2017;2.742.252,15;626.694,14;;0,229
Dois Irmãos das Missões;RS;2017;66.536,20;;;0,000
Dom Feliciano;RS;2017;646.807,00;;;0,000
Dom Pedro de Alcântara;RS;2017;82.980,00;;;0,000
Doutor Maurício Cardoso;RS;2017;376.093,49;284.762,04;;0,757
Doutor Ricardo;RS;2017;223.183,24;34.647,55;;0,155
Encantado;RS;2017;1.822.249,76;968.017,00;;0,531
Encruzilhada do Sul;RS;2017;1.336.615,27;;;0,000
Entre-Ijuís;RS;2017;294.680,07;139.000,36;;0,472
Entre Rios do Sul;RS;2017;229.431,38;13.355,72;;0,058
Erebango;RS;2017;221.317,11;9.831,62;;0,044
Erechim;RS;2017;10.118.319,27;8.124.369,95;;0,803
Herval;RS;2017;640.672,42;65.458,97;;0,102
Erval Grande;RS;2017;226.702,16;29.283,54;;0,129
Erval Seco;RS;2017;336.740,29;69.031,95;;0,205
Esmeralda;RS;2017;252.230,06;106.309,98;;0,421
Esperança do Sul;RS;2017;64.259,59;17.955,65;;0,279
Espumoso;RS;2017;968.661,11;368.533,86;;0,380
Estação;RS;2017;352.773,00;184.332,00;;0,523
Estância Velha;RS;2017;3.170.126,21;888.003,75;;0,280
Esteio;RS;2017;9.548.000,00;2.098.800,42;;0,220
Estrela;RS;2017;4.035.436,51;1.049.427,57;;0,260
Estrela Velha;RS;2017;177.176,85;14.333,34;;0,081
Fagundes Varela;RS;2017;329.829,99;82.336,27;;0,250
Farroupilha;RS;2017;8.322.542,92;4.545.677,98;;0,546
Faxinal do Soturno;RS;2017;430.000,00;450.000,00;;1,047
Faxinalzinho;RS;2017;143.874,05;;;0,000
Fazenda Vilanova;RS;2017;334.264,15;;;0,000
Feliz;RS;2017;928.147,16;563.630,97;;0,607
Flores da Cunha;RS;2017;3.217.294,72;975.079,25;;0,303
Floriano Peixoto;RS;2017;163.213,07;;;0,000
Formigueiro;RS;2017;485.481,36;41.569,43;;0,086
Forquetinha;RS;2017;183.206,64;7.610,75;;0,042
Fortaleza dos Valos;RS;2017;327.482,50;7.559,85;;0,023
Frederico Westphalen;RS;2017;1.841.089,86;265.397,18;;0,144
Garibaldi;RS;2017;6.633.111,42;2.816.318,33;;0,425
Garruchos;RS;2017;94.102,44;;;0,000
Gaurama;RS;2017;285.040,60;100.670,00;;0,353
General Câmara;RS;2017;208.000,00;212.734,84;;1,023
Gentil;RS;2017;15.530,00;;;0,000
Getúlio Vargas;RS;2017;1.187.942,26;369.141,90;;0,311
Giruá;RS;2017;734.000,00;;;0,000
Glorinha;RS;2017;537.525,11;0;;0,000
Gramado;RS;2017;9.531.641,57;3.780.770,76;;0,397
Gramado dos Loureiros;RS;2017;175.449,86;;;0,000
Gramado Xavier;RS;2017;265.680,30;4.053,49;;0,015
Gravataí;RS;2017;44.459.387,00;14.360.572,62;;0,323
Guabiju;RS;2017;82.627,48;4.743,84;;0,057
Guaporé;RS;2017;2.069.617,14;;;0,000
Guarani das Missões;RS;2017;398.292,16;120.213,63;;0,302
Harmonia;RS;2017;397.716,00;75.600,00;;0,190
Herveiras;RS;2017;193.988,00;93.127,93;;0,480
Horizontina;RS;2017;1.741.796,11;414.634,07;;0,238
Ibarama;RS;2017;195.124,03;34.456,18;;0,177
Ibiaçá;RS;2017;430.030,16;91.245,02;;0,212
Ibiraiaras;RS;2017;470.304,54;30.258,96;;0,064
Ibirapuitã;RS;2017;190.407,77;21.613,57;;0,114
Ibirubá;RS;2017;1.256.498,39;97.285,51;;0,077
Igrejinha;RS;2017;2.862.152,50;822.575,07;;0,287
Ijuí;RS;2017;5.801.237,10;5.337.540,20;;0,920
Ilópolis;RS;2017;276.679,08;78.130,11;;0,282
Imbé;RS;2017;3.901.808,55;3.206.211,91;;0,822
Imigrante;RS;2017;414.699,26;85.191,52;;0,205
Independência;RS;2017;65.785,00;;;0,000
Ipiranga do Sul;RS;2017;244.928,64;0;;0,000
Iraí;RS;2017;356.060,00;70.254,05;;0,197
Itaara;RS;2017;349.644,49;10.268,55;;0,029
Itapuca;RS;2017;79.000,00;4.500,00;;0,057
Itaqui;RS;2017;2.858.848,31;;;0,000
Itatiba do Sul;RS;2017;165.290,00;18.000,00;;0,109
Ivoti;RS;2017;3.669.129,35;1.304.988,33;;0,356
Jaboticaba;RS;2017;185.198,60;14.837,25;;0,080
Jacutinga;RS;2017;221.492,82;23.954,86;;0,108
Jaguarão;RS;2017;2.319.778,88;860.923,38;;0,371
Jaguari;RS;2017;580.238,41;379.497,23;;0,654
Jaquirana;RS;2017;219.563,20;29.998,40;;0,137
Jari;RS;2017;34.928,84;2.823,84;;0,081
Jóia;RS;2017;409.272,00;145.000,00;;0,354
Júlio de Castilhos;RS;2017;1.260.226,43;443.767,20;;0,352
Lagoa Bonita do Sul;RS;2017;107.600,00;4.691,96;;0,044
Lagoa dos Três Cantos;RS;2017;185.828,32;32.085,92;;0,173
Lagoa Vermelha;RS;2017;2.452.087,47;1.183.792,26;;0,483
Lajeado;RS;2017;5.236.112,98;3.512.039,94;;0,671
Lavras do Sul;RS;2017;296.037,47;;;0,000
Liberato Salzano;RS;2017;124.478,64;1.290,14;;0,010
Lindolfo Collor;RS;2017;399.500,00;180.000,00;;0,451
Linha Nova;RS;2017;106.724,37;16.347,37;;0,153
Machadinho;RS;2017;500.622,47;;;0,000
Maçambara;RS;2017;152.786,67;;;0,000
Mampituba;RS;2017;239.745,72;;;0,000
Manoel Viana;RS;2017;81.138,15;75.000,00;;0,924
Maquiné;RS;2017;562.698,21;181.185,61;;0,322
Marau;RS;2017;3.063.592,69;2.304.564,34;;0,752
Marcelino Ramos;RS;2017;488.713,00;106.508,63;;0,218
Mariana Pimentel;RS;2017;172.247,70;;;0,000
Mariano Moro;RS;2017;180.000,00;11.600,00;;0,064
Marques de Souza;RS;2017;324.000,00;;;0,000
Mata;RS;2017;240.922,88;60.656,28;;0,252
Mato Castelhano;RS;2017;135.500,00;9.000,00;;0,066
Mato Leitão;RS;2017;330.574,34;45.078,99;;0,136
Maximiliano de Almeida;RS;2017;217.581,97;103.973,48;;0,478
Minas do Leão;RS;2017;528.133,48;8.245,80;;0,016
Miraguaí;RS;2017;129.114,00;;;0,000
Montauri;RS;2017;243.063,33;;;0,000
Monte Alegre dos Campos;RS;2017;116.388,92;;;0,000
Monte Belo do Sul;RS;2017;329.587,00;89.470,59;;0,271
Montenegro;RS;2017;4.607.250,00;3.690.002,00;;0,801
Morrinhos do Sul;RS;2017;68.602,32;44.740,00;;0,652
Morro Reuter;RS;2017;466.830,00;323.296,23;;0,693
Mostardas;RS;2017;833.556,44;291.815,88;;0,350
Muçum;RS;2017;385.184,10;245.375,56;;0,637
Muitos Capões;RS;2017;143.800,00;5.785,37;;0,040
Muliterno;RS;2017;104.121,00;5.901,21;;0,057
Não-Me-Toque;RS;2017;1.884.666,43;1.011.556,03;;0,537
Nicolau Vergueiro;RS;2017;133.238,40;2.690,54;;0,020
Nonoai;RS;2017;780.132,13;146.234,30;;0,187
Nova Alvorada;RS;2017;402.935,24;37.820,30;;0,094
Nova Araçá;RS;2017;887.880,25;74.718,36;;0,084
Nova Bassano;RS;2017;937.766,82;376.616,18;;0,402
Nova Boa Vista;RS;2017;163.379,28;68.563,40;;0,420
Nova Bréscia;RS;2017;262.193,80;;;0,000
Nova Candelária;RS;2017;287.514,96;40.151,67;;0,140
Nova Esperança do Sul;RS;2017;80.048,59;61.797,40;;0,772
Nova Hartz;RS;2017;220.000,00;298.860,00;;1,358
Nova Pádua;RS;2017;103.826,90;17.100,00;;0,165
Nova Palma;RS;2017;377.710,35;54.736,95;;0,145
Nova Petrópolis;RS;2017;2.985.556,01;1.808.418,31;;0,606
Nova Roma do Sul;RS;2017;340.912,45;23.181,34;;0,068
Novo Cabrais;RS;2017;168.163,33;13.877,77;;0,083
Novo Hamburgo;RS;2017;18.317.750,00;11.677.801,00;;0,638
Novo Machado;RS;2017;172.709,93;;;0,000
Novo Xingu;RS;2017;109.252,41;;;0,000
Novo Barreiro;RS;2017;133.269,43;56.541,11;;0,424
Osório;RS;2017;4.737.552,87;2.072.842,99;;0,438
Paim Filho;RS;2017;101.447,19;;;0,000
Palmares do Sul;RS;2017;160.000,00;100.000,00;;0,625
Palmeira das Missões;RS;2017;2.297.031,57;602.954,70;;0,262
Palmitinho;RS;2017;538.756,29;53.400,37;;0,099
Panambi;RS;2017;1.653.405,26;110.000,00;;0,067
Pantano Grande;RS;2017;531.840,00;315.561,38;;0,593
Paraí;RS;2017;474.191,90;157.641,53;;0,332
Paraíso do Sul;RS;2017;202.404,18;93.984,13;;0,464
Pareci Novo;RS;2017;339.400,00;;;0,000
Parobé;RS;2017;4.131.567,97;664.657,66;;0,161
Passo do Sobrado;RS;2017;319.093,20;143.996,74;;0,451
Passo Fundo;RS;2017;7.824.875,39;3.399.378,76;;0,434
Paulo Bento;RS;2017;173.517,84;0;;0,000
Pedras Altas;RS;2017;186.096,46;8.888,18;;0,048
Pedro Osório;RS;2017;527.613,39;;;0,000
Pejuçara;RS;2017;534.449,51;78.069,73;;0,146
Pelotas;RS;2017;26.714.008,87;13.908.522,85;;0,521
Picada Café;RS;2017;624.056,44;254.496,86;;0,408
Pinhal;RS;2017;132.443,10;;;0,000
Pinhal da Serra;RS;2017;82.060,90;13.237,11;;0,161
Pinheirinho do Vale;RS;2017;57.882,64;;;0,000
Pinheiro Machado;RS;2017;757.714,37;66.253,64;;0,087
Pinto Bandeira;RS;2017;422.436,72;;;0,000
Pirapó;RS;2017;255.776,63;13.935,05;;0,054
Piratini;RS;2017;273.600,00;0;;0,000
Poço das Antas;RS;2017;178.250,00;49.596,36;;0,278
Pontão;RS;2017;221.000,00;47.199,71;;0,214
Ponte Preta;RS;2017;135.420,00;14.592,51;;0,108
Portão;RS;2017;1.985.940,64;717.449,43;;0,361
Porto Alegre;RS;2017;262.040.637,21;195.378.371,76;;0,746
Porto Lucena;RS;2017;251.655,77;85.086,10;;0,338
Porto Mauá;RS;2017;90.564,00;;;0,000
Porto Vera Cruz;RS;2017;191.882,52;29.226,58;;0,152
Porto Xavier;RS;2017;238.144,00;;;0,000
Pouso Novo;RS;2017;210.337,56;;;0,000
Presidente Lucena;RS;2017;291.574,92;83.842,26;;0,288
Progresso;RS;2017;791.683,20;132.113,20;;0,167
Putinga;RS;2017;99.000,00;42.620,51;;0,431
Quaraí;RS;2017;895.637,40;0;;0,000
Quatro Irmãos;RS;2017;136.806,26;15.574,26;;0,114
Quevedos;RS;2017;67.442,37;1.239,72;;0,018
Quinze de Novembro;RS;2017;468.527,48;;;0,000
Redentora;RS;2017;113.000,00;;;0,000
Relvado;RS;2017;81.983,80;23.277,84;;0,284
Restinga Seca;RS;2017;1.049.660,01;403.479,44;;0,384
Rio dos Índios;RS;2017;29.000,00;;;0,000
Rio Grande;RS;2017;34.665.995,24;6.192.744,84;;0,179
Rio Pardo;RS;2017;1.954.740,00;800.000,00;;0,409
Riozinho;RS;2017;101.157,70;96.198,59;;0,951
Roca Sales;RS;2017;566.749,00;156.729,00;;0,277
Rodeio Bonito;RS;2017;131.111,16;92.052,58;;0,702
Rolante;RS;2017;1.357.307,34;576.708,96;;0,425
Ronda Alta;RS;2017;341.180,00;104.921,00;;0,308
Rondinha;RS;2017;327.129,92;;;0,000
Roque Gonzales;RS;2017;352.201,46;105.873,26;;0,301
Rosário do Sul;RS;2017;3.888.775,60;1.006.417,50;;0,259
Sagrada Família;RS;2017;12.000,00;;;0,000
Salto do Jacuí;RS;2017;1.099.733,20;87.430,01;;0,080
Salvador das Missões;RS;2017;168.814,06;18.936,83;;0,112
Salvador do Sul;RS;2017;694.000,00;;;0,000
