Município;Estado;Ano de Referência;FN220 - Despesa total com serviços de manejo de RSU (Antigo campo GE007);FN222 - Receita arrecadada com taxas e tarifas referentes à gestão e manejo de RSU (Antigo campo GE006);.;DS_2019
Sananduva;RS;2017;1.211.016,01;360.349,29;;0,298
Santa Bárbara do Sul;RS;2017;1.480.339,46;98.207,16;;0,066
Santa Cecília do Sul;RS;2017;151.270,52;18.736,14;;0,124
Santa Clara do Sul;RS;2017;493.025,00;160.110,68;;0,325
Santa Cruz do Sul;RS;2017;5.955.833,58;7.176.347,55;;1,205
Santa Margarida do Sul;RS;2017;80.000,00;;;0,000
Santana da Boa Vista;RS;2017;466.567,06;;;0,000
Santana do Livramento;RS;2017;8.055.098,87;4.180.146,05;;0,519
Santa Rosa;RS;2017;6.820.000,00;5.068.975,09;;0,743
Santa Tereza;RS;2017;406.858,64;12.484,45;;0,031
Santa Vitória do Palmar;RS;2017;1.140.000,00;;;0,000
Santiago;RS;2017;4.900.827,39;1.299.821,08;;0,265
Santo Ângelo;RS;2017;6.814.839,51;2.400.107,29;;0,352
Santo Antônio da Patrulha;RS;2017;3.002.048,17;1.274.016,70;;0,424
Santo Antônio das Missões;RS;2017;473.669,98;32.964,61;;0,070
Santo Antônio do Planalto;RS;2017;215.436,30;;;0,000
Santo Augusto;RS;2017;689.679,76;102.153,25;;0,148
Santo Cristo;RS;2017;322.237,10;377.558,65;;1,172
São Borja;RS;2017;2.244.458,09;1.789.767,99;;0,797
São Domingos do Sul;RS;2017;316.000,00;66.030,00;;0,209
São Francisco de Assis;RS;2017;1.066.315,93;125.420,35;;0,118
São Francisco de Paula;RS;2017;975.757,24;216.509,54;;0,222
São Gabriel;RS;2017;6.701.842,22;1.000.207,07;;0,149
São João do Polêsine;RS;2017;390.900,00;;;0,000
São Jorge;RS;2017;167.743,10;;;0,000
São José das Missões;RS;2017;32.000,00;;;0,000
São José do Herval;RS;2017;127.120,00;;;0,000
São José do Hortêncio;RS;2017;468.369,82;85.970,54;;0,184
São José do Inhacorá;RS;2017;101.448,02;51.517,17;;0,508
São José do Norte;RS;2017;2.438.896,81;;;0,000
São José do Ouro;RS;2017;186.000,00;39.454,00;;0,212
São José do Sul;RS;2017;252.357,41;7.658,00;;0,030
São José dos Ausentes;RS;2017;202.095,21;25.000,00;;0,124
São Leopoldo;RS;2017;13.047.144,73;11.287.906,97;;0,865
São Lourenço do Sul;RS;2017;1.591.523,97;591.152,44;;0,371
São Luiz Gonzaga;RS;2017;1.963.327,96;800.000,00;;0,407
São Marcos;RS;2017;2.231.838,08;659.095,44;;0,295
São Miguel das Missões;RS;2017;260.862,72;97.889,46;;0,375
São Nicolau;RS;2017;296.345,91;;;0,000
São Paulo das Missões;RS;2017;232.816,00;62.738,35;;0,269
São Pedro da Serra;RS;2017;431.488,84;47.796,24;;0,111
São Pedro do Butiá;RS;2017;202.601,22;;;0,000
São Pedro do Sul;RS;2017;685.484,00;;;0,000
São Sebastião do Caí;RS;2017;1.599.276,00;820.584,00;;0,513
São Valentim;RS;2017;236.631,00;;;0,000
São Valentim do Sul;RS;2017;213.662,79;5.981,70;;0,028
São Valério do Sul;RS;2017;109.314,03;9.475,38;;0,087
São Vendelino;RS;2017;428.596,31;0;;0,000
São Vicente do Sul;RS;2017;504.030,00;92.634,89;;0,184
Sapiranga;RS;2017;4.845.172,07;2.245.322,45;;0,463
Sarandi;RS;2017;1.514.606,83;1.385.601,64;;0,915
Seberi;RS;2017;426.455,04;234.000,00;;0,549
Sede Nova;RS;2017;115.177,86;10.969,25;;0,095
Selbach;RS;2017;383.424,00;;;0,000
Senador Salgado Filho;RS;2017;165.550,38;26.691,42;;0,161
Sentinela do Sul;RS;2017;221.460,57;;;0,000
Serafina Corrêa;RS;2017;777.818,12;1.423.120,65;;1,830
Sério;RS;2017;173.133,22;29.275,47;;0,169
Sertão;RS;2017;618.968,72;72.435,67;;0,117
Sertão Santana;RS;2017;364.126,41;16.953,41;;0,047
Sete de Setembro;RS;2017;42.379,64;35.000,00;;0,826
Severiano de Almeida;RS;2017;348.017,85;28.170,54;;0,081
Silveira Martins;RS;2017;222.635,76;22.318,79;;0,100
Sinimbu;RS;2017;263.584,10;17.685,30;;0,067
Sobradinho;RS;2017;1.090.945,11;404.781,13;;0,371
Soledade;RS;2017;1.489.688,99;1.194.095,81;;0,802
Tabaí;RS;2017;206.177,76;11.514,77;;0,056
Tapejara;RS;2017;2.373.470,42;366.291,15;;0,154
Tapera;RS;2017;1.165.503,37;56.833,36;;0,049
Tapes;RS;2017;707.910,82;429.019,74;;0,606
Taquara;RS;2017;3.595.587,41;2.784.814,75;;0,775
Taquaruçu do Sul;RS;2017;147.228,04;31.292,62;;0,213
Tavares;RS;2017;472.736,66;135.899,58;;0,287
Tenente Portela;RS;2017;1.027.551,04;;;0,000
Terra de Areia;RS;2017;1.062.520,64;231.998,24;;0,218
Teutônia;RS;2017;2.410.414,74;891.039,61;;0,370
Tio Hugo;RS;2017;329.149,67;35.878,26;;0,109
Tiradentes do Sul;RS;2017;67.610,00;4.255,00;;0,063
Toropi;RS;2017;118.487,61;8.833,94;;0,075
Torres;RS;2017;5.081.829,23;4.112.040,29;;0,809
Travesseiro;RS;2017;131.987,74;;;0,000
Três Arroios;RS;2017;150.000,00;37.000,00;;0,247
Três Cachoeiras;RS;2017;198.500,00;196.200,00;;0,988
Três Coroas;RS;2017;3.835.737,79;536.089,55;;0,140
Três de Maio;RS;2017;1.722.574,28;1.343.533,80;;0,780
Três Forquilhas;RS;2017;102.400,00;;;0,000
Trindade do Sul;RS;2017;181.854,00;;;0,000
Tupanciretã;RS;2017;1.843.444,49;317.759,85;;0,172
Tupandi;RS;2017;198.449,50;88.947,86;;0,448
Tuparendi;RS;2017;596.078,18;416.691,30;;0,699
Turuçu;RS;2017;152.498,28;;;0,000
Ubiretama;RS;2017;14.892,11;9.162,10;;0,615
Unistalda;RS;2017;183.060,80;9.508,00;;0,052
Vale do Sol;RS;2017;422.267,69;51.792,81;;0,123
Vale Real;RS;2017;432.423,74;142.437,65;;0,329
Vanini;RS;2017;192.553,85;25.576,21;;0,133
Venâncio Aires;RS;2017;4.974.480,49;3.500.000,00;;0,704
Vera Cruz;RS;2017;2.000.000,00;;;0,000
Veranópolis;RS;2017;2.187.377,85;1.169.048,71;;0,534
Vespasiano Correa;RS;2017;98.625,00;39.360,03;;0,399
Viadutos;RS;2017;396.851,16;90.835,37;;0,229
Viamão;RS;2017;19.425.387,56;2.917.264,49;;0,150
Vicente Dutra;RS;2017;64.920,00;;;0,000
Victor Graeff;RS;2017;25.733,96;;;0,000
Vila Flores;RS;2017;196.846,52;45.860,29;;0,233
Vila Lângaro;RS;2017;137.310,00;;;0,000
Vila Maria;RS;2017;152.284,56;33.208,62;;0,218
Vista Alegre;RS;2017;55.416,00;;;0,000
Vista Alegre do Prata;RS;2017;172.200,74;10.080,30;;0,059
Vista Gaúcha;RS;2017;101.400,00;15.000,00;;0,148
Vitória das Missões;RS;2017;156.702,62;;;0,000
Westfalia;RS;2017;319.830,00;89.684,04;;0,280
Abdon Batista;SC;2017;277.384,33;8.161,60;;0,029
Abelardo Luz;SC;2017;150.000,00;150.000,00;;1,000
Agrolândia;SC;2017;395.849,16;;;0,000
Agronômica;SC;2017;404.019,85;0;;0,000
Água Doce;SC;2017;366.775,08;0;;0,000
Águas Frias;SC;2017;249.587,73;21.260,00;;0,085
Águas Mornas;SC;2017;368.422,29;45.524,55;;0,124
Anchieta;SC;2017;219.624,27;72.114,45;;0,328
Angelina;SC;2017;268.002,63;24.692,73;;0,092
Anita Garibaldi;SC;2017;477.274,74;79.333,53;;0,166
Anitápolis;SC;2017;172.485,00;27.460,00;;0,159
Antônio Carlos;SC;2017;1.019.210,77;62.664,56;;0,061
Apiúna;SC;2017;329.028,42;;;0,000
Arabutã;SC;2017;291.797,96;78.136,86;;0,268
Armazém;SC;2017;373.601,14;168.409,47;;0,451
Arvoredo;SC;2017;98.544,90;8.624,35;;0,088
Ascurra;SC;2017;315.733,00;330.046,07;;1,045
Atalanta;SC;2017;98.606,70;20.249,37;;0,205
Balneário Arroio do Silva;SC;2017;1.295.471,65;717.980,89;;0,554
Balneário Camboriú;SC;2017;27.748.579,17;19.800.000,00;;0,714
Balneário Barra do Sul;SC;2017;397.868,37;456.656,88;;1,148
Balneário Gaivota;SC;2017;1.826.597,88;1.076.880,94;;0,590
Bandeirante;SC;2017;165.499,50;9.653,51;;0,058
Barra Bonita;SC;2017;79.088,12;7.844,34;;0,099
Barra Velha;SC;2017;1.742.239,10;;;0,000
Bela Vista do Toldo;SC;2017;157.200,00;;;0,000
Belmonte;SC;2017;172.883,53;;;0,000
Benedito Novo;SC;2017;691.176,59;243.368,55;;0,352
Biguaçu;SC;2017;2.607.240,78;;;0,000
Blumenau;SC;2017;39.845.772,00;39.291.138,75;;0,986
Bocaina do Sul;SC;2017;178.557,74;0;;0,000
Bombinhas;SC;2017;9.619.014,77;3.659.528,57;;0,380
Bom Jardim da Serra;SC;2017;351.510,86;61.000,00;;0,174
Bom Jesus do Oeste;SC;2017;148.450,48;87.002,28;;0,586
Bom Retiro;SC;2017;384.816,92;152.272,62;;0,396
Botuverá;SC;2017;202.625,91;58.202,06;;0,287
Braço do Trombudo;SC;2017;320.237,37;30.735,08;;0,096
Brunópolis;SC;2017;32.368,22;;;0,000
Brusque;SC;2017;2.258.952,36;;;0,000
Caçador;SC;2017;3.132.613,32;2.049.320,01;;0,654
Caibi;SC;2017;258.000,00;65.242,06;;0,253
Calmon;SC;2017;188.763,67;;;0,000
Camboriú;SC;2017;8.126.319,84;7.776.681,80;;0,957
Capão Alto;SC;2017;370.000,00;66.944,10;;0,181
Campo Alegre;SC;2017;616.146,16;179.623,65;;0,292
Campo Belo do Sul;SC;2017;452.387,51;34.000,00;;0,075
Campo Erê;SC;2017;264.816,00;183.218,72;;0,692
Campos Novos;SC;2017;1.731.508,56;668.710,41;;0,386
Canelinha;SC;2017;699.740,98;201.655,53;;0,288
Canoinhas;SC;2017;3.854.231,84;1.525.482,36;;0,396
Capivari de Baixo;SC;2017;1.335.687,70;63.711,61;;0,048
Catanduvas;SC;2017;851.917,66;40.245,46;;0,047
Caxambu do Sul;SC;2017;453.310,60;84.618,51;;0,187
Cerro Negro;SC;2017;36.000,00;;;0,000
Chapadão do Lageado;SC;2017;29.000,00;19.030,00;;0,656
Chapecó;SC;2017;21.843.727,51;20.591.105,24;;0,943
Cocal do Sul;SC;2017;1.266.014,95;241.103,58;;0,190
Concórdia;SC;2017;5.300.000,00;3.230.597,54;;0,610
Cordilheira Alta;SC;2017;509.599,96;51.194,09;;0,100
Coronel Martins;SC;2017;138.000,00;;;0,000
Corupá;SC;2017;1.066.317,93;1.034.636,02;;0,970
Correia Pinto;SC;2017;756.547,98;66.944,16;;0,088
Criciúma;SC;2017;17.475.282,48;13.377.463,58;;0,766
Cunha Porã;SC;2017;528.302,56;289.688,65;;0,548
Cunhataí;SC;2017;188.990,23;14.613,26;;0,077
Curitibanos;SC;2017;2.148.151,72;911.549,26;;0,424
Descanso;SC;2017;336.171,86;;;0,000
Dionísio Cerqueira;SC;2017;524.536,80;289.187,90;;0,551
Dona Emma;SC;2017;256.935,20;117.674,98;;0,458
Doutor Pedrinho;SC;2017;191.982,39;45.876,91;;0,239
Entre Rios;SC;2017;82.643,84;;;0,000
Ermo;SC;2017;121.001,12;;;0,000
Erval Velho;SC;2017;216.802,58;28.157,94;;0,130
Faxinal dos Guedes;SC;2017;647.038,03;158.486,86;;0,245
Flor do Sertão;SC;2017;125.222,48;6.940,00;;0,055
Florianópolis;SC;2017;143.902.843,40;67.829.012,61;;0,471
Formosa do Sul;SC;2017;205.074,12;61.990,99;;0,302
Forquilhinha;SC;2017;1.165.253,47;1.050.515,09;;0,902
Fraiburgo;SC;2017;2.990.803,31;1.858.669,75;;0,621
Galvão;SC;2017;157.252,28;43.816,00;;0,279
Garopaba;SC;2017;5.038.211,06;2.009.307,82;;0,399
Gaspar;SC;2017;6.367.197,55;5.454.840,21;;0,857
Grão Pará;SC;2017;351.833,66;15.637,37;;0,044
Guabiruba;SC;2017;913.543,70;;;0,000
Guaraciaba;SC;2017;574.011,81;347.474,45;;0,605
Guaramirim;SC;2017;2.380.638,22;1.446.624,96;;0,608
Guarujá do Sul;SC;2017;427.201,21;122.088,91;;0,286
Herval D Oeste;SC;2017;1.551.654,45;1.277.937,20;;0,824
Ibicaré;SC;2017;204.011,97;27.660,25;;0,136
Ibirama;SC;2017;871.268,09;831.869,97;;0,955
Içara;SC;2017;2.995.231,41;3.181.696,14;;1,062
Ilhota;SC;2017;974.169,11;589.293,17;;0,605
Imaruí;SC;2017;547.004,97;97.838,05;;0,179
Imbituba;SC;2017;5.719.517,76;1.613.889,52;;0,282
Imbuia;SC;2017;285.000,00;70.000,00;;0,246
Indaial;SC;2017;4.260.196,52;3.913.564,78;;0,919
Iomerê;SC;2017;354.072,95;102.764,55;;0,290
Ipira;SC;2017;290.119,36;31.382,89;;0,108
Iporã do Oeste;SC;2017;420.112,18;319.368,83;;0,760
Ipuaçu;SC;2017;286.200,00;13.073,97;;0,046
Ipumirim;SC;2017;429.419,08;;;0,000
Iraceminha;SC;2017;108.192,00;5.000,00;;0,046
Irani;SC;2017;465.271,88;256.051,98;;0,550
Irati;SC;2017;105.000,00;0;;0,000
Irineópolis;SC;2017;737.000,00;204.877,34;;0,278
Itá;SC;2017;2.138.740,67;283.601,28;;0,133
Itaiópolis;SC;2017;964.610,60;333.088,74;;0,345
Itajaí;SC;2017;25.876.518,71;0;;0,000
Itapiranga;SC;2017;464.658,25;657.981,82;;1,416
Itapoá;SC;2017;866.331,84;;;0,000
Ituporanga;SC;2017;1.404.254,63;0;;0,000
Jaborá;SC;2017;158.183,60;46.223,88;;0,292
Jacinto Machado;SC;2017;201.343,21;112.183,18;;0,557
Jaguaruna;SC;2017;2.303.329,30;1.062.258,47;;0,461
Jaraguá do Sul;SC;2017;15.922.064,17;12.408.934,22;;0,779
Jardinópolis;SC;2017;163.556,00;24.287,00;;0,148
Joaçaba;SC;2017;3.753.258,57;3.542.055,92;;0,944
Joinville;SC;2017;75.744.799,93;;;0,000
José Boiteux;SC;2017;168.885,57;98.326,80;;0,582
Lacerdópolis;SC;2017;157.864,05;24.074,19;;0,152
Lages;SC;2017;10.199.625,35;9.874.854,96;;0,968
Lajeado Grande;SC;2017;174.076,32;0;;0,000
Laurentino;SC;2017;644.681,84;149.616,16;;0,232
Lauro Muller;SC;2017;521.054,81;552.086,93;;1,060
Lebon Régis;SC;2017;470.673,65;85.854,85;;0,182
Leoberto Leal;SC;2017;125.921,01;;;0,000
Lindóia do Sul;SC;2017;240.251,69;51.968,00;;0,216
Luiz Alves;SC;2017;772.355,40;286.523,53;;0,371
Luzerna;SC;2017;865.145,45;281.493,43;;0,325
Macieira;SC;2017;245.506,00;4.200,00;;0,017
Mafra;SC;2017;701.900,00;;;0,000
Major Gercino;SC;2017;238.339,00;17.606,69;;0,074
Major Vieira;SC;2017;390.822,21;0;;0,000
Maracajá;SC;2017;276.250,15;129.748,32;;0,470
Marema;SC;2017;158.662,00;;;0,000
Massaranduba;SC;2017;837.108,53;1.225.704,86;;1,464
Matos Costa;SC;2017;172.766,76;;;0,000
Meleiro;SC;2017;451.822,55;187.931,88;;0,416
Mirim Doce;SC;2017;189.839,00;59.929,75;;0,316
Modelo;SC;2017;264.320,00;97.742,77;;0,370
Mondaí;SC;2017;318.817,09;406.546,58;;1,275
Monte Carlo;SC;2017;504.000,00;217.482,91;;0,432
Monte Castelo;SC;2017;218.888,34;56.300,79;;0,257
Morro da Fumaça;SC;2017;614.830,65;498.343,90;;0,811
Morro Grande;SC;2017;21.000,00;19.000,00;;0,905
Navegantes;SC;2017;7.570.000,00;;;0,000
Nova Itaberaba;SC;2017;195.436,68;36.322,06;;0,186
Nova Trento;SC;2017;719.817,87;484.701,00;;0,673
Nova Veneza;SC;2017;583.212,60;172.734,96;;0,296
Novo Horizonte;SC;2017;158.045,89;27.396,30;;0,173
Orleans;SC;2017;1.209.905,03;395.253,41;;0,327
Otacílio Costa;SC;2017;1.635.633,86;493.399,55;;0,302
Paial;SC;2017;90.000,00;9.477,84;;0,105
Painel;SC;2017;169.850,88;480;;0,003
Palhoça;SC;2017;14.860.008,00;19.696.277,68;;1,325
Palma Sola;SC;2017;560.972,61;59.725,45;;0,106
Palmitos;SC;2017;1.516.000,00;462.434,76;;0,305
Papanduva;SC;2017;782.787,36;552.690,90;;0,706
Passo de Torres;SC;2017;761.904,44;281.438,73;;0,369
Passos Maia;SC;2017;130.456,12;10.000,00;;0,077
Paulo Lopes;SC;2017;294.384,22;252.701,33;;0,858
Penha;SC;2017;3.963.572,24;1.739.767,99;;0,439
Peritiba;SC;2017;261.608,40;59.271,59;;0,227
Petrolândia;SC;2017;241.349,64;20.601,99;;0,085
Balneário Piçarras;SC;2017;1.353.533,26;;;0,000
Pinhalzinho;SC;2017;1.127.277,38;;;0,000
Pinheiro Preto;SC;2017;304.596,09;60.221,84;;0,198
Piratuba;SC;2017;635.832,85;315.000,00;;0,495
Planalto Alegre;SC;2017;130.169,76;;;0,000
Pomerode;SC;2017;2.693.049,51;2.316.604,66;;0,860
Ponte Alta;SC;2017;338.417,39;3.050,02;;0,009
Ponte Alta do Norte;SC;2017;263.000,00;;;0,000
Ponte Serrada;SC;2017;461.630,31;182.828,34;;0,396
Porto Belo;SC;2017;1.570.000,00;1.200.000,00;;0,764
Porto União;SC;2017;2.858.669,30;2.371.841,59;;0,830
Pouso Redondo;SC;2017;809.458,52;467.446,73;;0,577
Praia Grande;SC;2017;526.902,36;52.000,00;;0,099
Presidente Castello Branco;SC;2017;163.686,00;6.065,00;;0,037
Presidente Getúlio;SC;2017;1.036.865,69;594.175,84;;0,573
Presidente Nereu;SC;2017;237.479,51;9.741,64;;0,041
Princesa;SC;2017;90.367,00;46.467,74;;0,514
Quilombo;SC;2017;433.370,97;118.979,16;;0,275
Rancho Queimado;SC;2017;152.000,00;53.422,79;;0,351
Rio das Antas;SC;2017;350.034,01;73.780,58;;0,211
Rio do Campo;SC;2017;268.798,16;228.641,74;;0,851
Rio do Oeste;SC;2017;442.543,93;198.548,18;;0,449
Rio dos Cedros;SC;2017;352.986,08;212.583,05;;0,602
Rio do Sul;SC;2017;7.360.000,00;6.350.000,00;;0,863
Rio Fortuna;SC;2017;180.000,00;200.000,00;;1,111
Rio Negrinho;SC;2017;2.702.512,38;1.888.530,04;;0,699
Rio Rufino;SC;2017;159.962,00;9.000,00;;0,056
Riqueza;SC;2017;357.720,02;135.541,71;;0,379
Rodeio;SC;2017;376.943,03;576.586,74;;1,530
Romelândia;SC;2017;192.623,16;55.043,33;;0,286
Salete;SC;2017;711.030,24;472.933,70;;0,665
Salto Veloso;SC;2017;535.244,12;42.882,00;;0,080
Sangão;SC;2017;378.056,88;83.612,72;;0,221
Santa Cecília;SC;2017;580.408,55;416.000,00;;0,717
Santa Helena;SC;2017;310.521,20;21.690,18;;0,070
Santa Rosa de Lima;SC;2017;143.636,91;5.870,71;;0,041
Santa Rosa do Sul;SC;2017;325.177,94;84.471,19;;0,260
Santa Terezinha;SC;2017;211.585,35;9.437,68;;0,045
Santa Terezinha do Progresso;SC;2017;112.881,78;0;;0,000
Santiago do Sul;SC;2017;132.034,36;18.437,29;;0,140
Santo Amaro da Imperatriz;SC;2017;1.769.487,44;893.712,96;;0,505
São Bernardino;SC;2017;104.468,00;8.174,75;;0,078
São Bento do Sul;SC;2017;3.906.269,66;5.080.333,07;;1,301
São Bonifácio;SC;2017;331.908,10;37.519,99;;0,113
São Carlos;SC;2017;626.430,00;223.804,00;;0,357
São Cristovão do Sul;SC;2017;189.612,24;106.563,42;;0,562
São Domingos;SC;2017;360.000,00;50.941,48;;0,142
São Francisco do Sul;SC;2017;11.214.684,12;;;0,000
São João do Oeste;SC;2017;220.150,00;225.872,89;;1,026
São João Batista;SC;2017;1.134.690,92;1.050.516,39;;0,926
São João do Itaperiú;SC;2017;204.784,72;0;;0,000
São João do Sul;SC;2017;468.283,78;;;0,000
São Joaquim;SC;2017;1.474.200,84;358.824,43;;0,243
São José;SC;2017;24.782.347,48;17.848.105,48;;0,720
São José do Cedro;SC;2017;640.681,44;521.136,00;;0,813
São José do Cerrito;SC;2017;273.787,37;30.330,08;;0,111
São Lourenço do Oeste;SC;2017;695.866,98;935.827,17;;1,345
São Martinho;SC;2017;262.589,48;11.724,54;;0,045
São Miguel do Oeste;SC;2017;2.915.204,00;2.787.789,00;;0,956
Schroeder;SC;2017;970.199,78;1.222.358,39;;1,260
Seara;SC;2017;1.662.099,00;167.442,51;;0,101
Serra Alta;SC;2017;130.862,84;149.401,29;;1,142
Sombrio;SC;2017;1.166.043,90;633.659,83;;0,543
Sul Brasil;SC;2017;151.564,94;21.500,00;;0,142
Tangará;SC;2017;409.968,80;78.692,90;;0,192
Tigrinhos;SC;2017;132.178,00;18.348,20;;0,139
Tijucas;SC;2017;5.303.871,36;1.601.339,64;;0,302
Timbé do Sul;SC;2017;321.402,03;35.676,19;;0,111
Timbó;SC;2017;2.824.756,80;2.538.545,06;;0,899
Treviso;SC;2017;405.012,66;32.286,70;;0,080
Treze de Maio;SC;2017;115.000,00;;;0,000
Treze Tílias;SC;2017;492.733,02;364.080,38;;0,739
Trombudo Central;SC;2017;769.793,00;138.719,49;;0,180
Tubarão;SC;2017;6.960.288,59;4.314.016,00;;0,620
União do Oeste;SC;2017;218.980,64;80.880,00;;0,369
Urubici;SC;2017;471.000,00;270.534,33;;0,574
Urupema;SC;2017;125.000,00;;;0,000
Urussanga;SC;2017;627.039,86;582.318,84;;0,929
Vargeão;SC;2017;253.858,92;24.725,51;;0,097
Vargem;SC;2017;32.000,00;0;;0,000
Vargem Bonita;SC;2017;351.770,16;;;0,000
Vidal Ramos;SC;2017;390.000,00;;;0,000
Videira;SC;2017;6.831.869,92;2.699.885,49;;0,395
Vitor Meireles;SC;2017;237.842,05;37.237,92;;0,157
Witmarsum;SC;2017;296.240,44;70.000,00;;0,236
Xanxerê;SC;2017;4.608.203,12;3.070.051,66;;0,666
Xavantina;SC;2017;426.177,60;11.767,01;;0,028
Xaxim;SC;2017;1.604.971,95;634.458,78;;0,395
Zortéa;SC;2017;364.596,96;33.600,00;;0,092
Amparo de São Francisco;SE;2017;665.995,18;;;0,000
Aquidabã;SE;2017;1.303.200,00;;;0,000
Aracaju;SE;2017;98.648.318,05;;;0,000
Arauá;SE;2017;644.400,00;;;0,000
Areia Branca;SE;2017;500.000,00;;;0,000
Barra dos Coqueiros;SE;2017;6.714.492,00;;;0,000
Brejo Grande;SE;2017;472.448,00;;;0,000
Campo do Brito;SE;2017;1.395.100,00;92.269,52;;0,066
Canhoba;SE;2017;61.685,00;;;0,000
Capela;SE;2017;2.062.768,00;;;0,000
Carira;SE;2017;989.417,00;;;0,000
Carmópolis;SE;2017;185.346,25;;;0,000
Divina Pastora;SE;2017;219.258,00;;;0,000
Estância;SE;2017;8.400.000,00;;;0,000
General Maynard;SE;2017;210.000,00;;;0,000
Gracho Cardoso;SE;2017;407.800,00;;;0,000
Indiaroba;SE;2017;1.669.512,00;;;0,000
Itabaiana;SE;2017;3.338.160,00;;;0,000
Itabaianinha;SE;2017;1.772.667,83;;;0,000
Itaporanga d Ajuda;SE;2017;3.044.543,24;;;0,000
Japaratuba;SE;2017;4.174.838,00;;;0,000
Lagarto;SE;2017;3.022.857,15;;;0,000
Macambira;SE;2017;274.752,00;;;0,000
Moita Bonita;SE;2017;755.066,04;;;0,000
Monte Alegre de Sergipe;SE;2017;483.005,00;;;0,000
Muribeca;SE;2017;367.188,00;;;0,000
Nossa Senhora da Glória;SE;2017;1.783.923,20;;;0,000
Nossa Senhora das Dores;SE;2017;797.160,00;;;0,000
Nossa Senhora do Socorro;SE;2017;29.864.111,61;;;0,000
Pedra Mole;SE;2017;139.018,86;;;0,000
Pirambu;SE;2017;1.079.150,88;;;0,000
Poço Redondo;SE;2017;160.000,00;;;0,000
Poço Verde;SE;2017;1.178.498,37;;;0,000
Propriá;SE;2017;2.407.280,00;;;0,000
Riachuelo;SE;2017;2.219.156,49;;;0,000
Salgado;SE;2017;929.280,00;;;0,000
Santa Luzia do Itanhy;SE;2017;100.000,00;;;0,000
Santa Rosa de Lima;SE;2017;60.000,00;;;0,000
São Cristóvão;SE;2017;3.300.000,00;;;0,000
São Francisco;SE;2017;36.000,00;;;0,000
São Miguel do Aleixo;SE;2017;242.000,00;;;0,000
Siriri;SE;2017;721.096,00;;;0,000
Telha;SE;2017;503.163,21;;;0,000
Tobias Barreto;SE;2017;427.805,60;;;0,000
Umbaúba;SE;2017;1.009.804,00;;;0,000
Adamantina;SP;2017;1.875.250,78;;;0,000
Aguaí;SP;2017;585.600,00;378.231,65;;0,646
Águas da Prata;SP;2017;440.790,72;405.624,45;;0,920
Águas de São Pedro;SP;2017;534.411,29;;;0,000
Agudos;SP;2017;5.020.000,00;;;0,000
Alambari;SP;2017;59.000,00;;;0,000
Alfredo Marcondes;SP;2017;274.200,00;;;0,000
Altair;SP;2017;572.406,96;11.800,05;;0,021
Altinópolis;SP;2017;1.879.888,77;249.049,97;;0,132
Alto Alegre;SP;2017;292.939,82;6.245,78;;0,021
Alumínio;SP;2017;2.059.500,00;638.520,43;;0,310
Álvares Florence;SP;2017;675.300,94;;;0,000
Álvaro de Carvalho;SP;2017;680.155,15;17.162,91;;0,025
Alvinlândia;SP;2017;311.303,59;11.153,37;;0,036
Americana;SP;2017;17.479.420,22;8.935.354,10;;0,511
Américo Brasiliense;SP;2017;2.897.236,95;1.683.090,89;;0,581
Américo de Campos;SP;2017;302.243,00;73.745,00;;0,244
Amparo;SP;2017;8.196.738,64;;;0,000
Analândia;SP;2017;493.860,00;;;0,000
Andradina;SP;2017;9.000.004,00;9.000.000,00;;1,000
Angatuba;SP;2017;4.040.634,90;;;0,000
Anhumas;SP;2017;245.479,53;19.370,88;;0,079
Aparecida;SP;2017;2.485.344,55;2.922.363,37;;1,176
Aparecida D Oeste;SP;2017;289.624,63;78.002,90;;0,269
Apiaí;SP;2017;772.784,12;298.770,10;;0,387
Araçariguama;SP;2017;441.135,19;278.492,75;;0,631
Araçatuba;SP;2017;10.982.749,30;14.370.018,03;;1,308
Arandu;SP;2017;831.683,82;274.147,68;;0,330
Araraquara;SP;2017;25.373.067,15;21.715.225,13;;0,856
Araras;SP;2017;3.757.000,00;;;0,000
Arco-Íris;SP;2017;129.584,89;58.875,75;;0,454
Arealva;SP;2017;535.054,85;;;0,000
Artur Nogueira;SP;2017;3.806.119,07;3.005.141,37;;0,790
Arujá;SP;2017;10.063.584,00;;;0,000
Aspásia;SP;2017;283.415,01;23.466,59;;0,083
Assis;SP;2017;4.405.700,00;;;0,000
Atibaia;SP;2017;18.543.108,26;19.116.390,76;;1,031
Avaí;SP;2017;381.229,88;79.934,11;;0,210
Avanhandava;SP;2017;791.066,70;347.733,74;;0,440
Avaré;SP;2017;9.755.497,90;;;0,000
Bady Bassitt;SP;2017;1.920.041,32;;;0,000
Balbinos;SP;2017;323.209,54;;;0,000
Bálsamo;SP;2017;226.673,66;177.821,48;;0,784
Barão de Antonina;SP;2017;107.886,32;;;0,000
Barbosa;SP;2017;250.220,45;46.117,41;;0,184
Bariri;SP;2017;2.465.980,00;;;0,000
Barra Bonita;SP;2017;2.861.724,77;1.060.188,17;;0,370
Barra do Chapéu;SP;2017;161.700,00;15.372,45;;0,095
Barra do Turvo;SP;2017;86.271,66;;;0,000
Barrinha;SP;2017;503.340,03;;;0,000
Bastos;SP;2017;1.072.483,87;;;0,000
Bauru;SP;2017;26.594.371,51;;;0,000
