Município;Estado;Ano de Referência;FN220 - Despesa total com serviços de manejo de RSU (Antigo campo GE007);FN222 - Receita arrecadada com taxas e tarifas referentes à gestão e manejo de RSU (Antigo campo GE006);. ;DS_2017
Ipaumirim;CE;2015;129.402,94;;;0
Ipu;CE;2015;3.148.144,48;;;0
Iracema;CE;2015;638.124,78;;;0
Irauçuba;CE;2015;1.308.621,48;;;0
Itaiçaba;CE;2015;723.351,52;;;0
Itapipoca;CE;2015;6.405.770,16;;;0
Itapiúna;CE;2015;1.093.308,30;;;0
Itarema;CE;2015;2.228.459,88;;;0
Itatira;CE;2015;531.680,88;;;0
Jaguaretama;CE;2015;645.000,00;;;0
Jaguaribe;CE;2015;1.820.571,75;;;0
Jati;CE;2015;860.747,02;;;0
Jijoca de Jericoacoara;CE;2015;2.697.908,38;;;0
Juazeiro do Norte;CE;2015;18.001.418,68;;;0
Maracanaú;CE;2015;11.260.775,29;387.183,12;;0,034
Massapê;CE;2015;1.700.000,00;;;0
Mauriti;CE;2015;4.759.117,56;;;0
Mombaça;CE;2015;3.076.000,00;;;0
Morrinhos;CE;2015;1.786.215,00;;;0
Mulungu;CE;2015;586.080,00;;;0
Nova Olinda;CE;2015;;;;#DIV/0!
Novo Oriente;CE;2015;1.080.804,24;;;0
Ocara;CE;2015;531.714,00;;;0
Pacatuba;CE;2015;3.000.000,00;;;0
Palhano;CE;2015;242.000,00;;;0
Paracuru;CE;2015;2.688.492,01;;;0
Paraipaba;CE;2015;1.438.826,92;;;0
Parambu;CE;2015;1.370.868,00;;;0
Paramoti;CE;2015;960.294,23;;;0
Pedra Branca;CE;2015;1.213.670,53;;;0
Pentecoste;CE;2015;649.206,96;;;0
Pindoretama;CE;2015;863.578,07;;;0
Piquet Carneiro;CE;2015;1.138.867,78;;;0
Poranga;CE;2015;434.520,57;;;0
Potengi;CE;2015;224.831,62;;;0
Quiterianópolis;CE;2015;1.164.683,76;;;0
Quixadá;CE;2015;2.475.346,76;;;0
Quixelô;CE;2015;853.605,58;;;0
Quixeramobim;CE;2015;3.984.000,00;;;0
Quixeré;CE;2015;1.009.704,84;;;0
Saboeiro;CE;2015;2.156.280,66;;;0
Santana do Cariri;CE;2015;1.871.768,60;;;0
Santa Quitéria;CE;2015;2.000.000,00;;;0
São Benedito;CE;2015;2.712.707,29;;;0
São Gonçalo do Amarante;CE;2015;2.879.700,00;;;0
São Luís do Curu;CE;2015;734.304,60;;;0
Sobral;CE;2015;15.670.782,77;;;0
Solonópole;CE;2015;200.000,00;;;0
Tarrafas;CE;2015;459.956,76;;;0
Tauá;CE;2015;2.284.122,00;;;0
Tianguá;CE;2015;3.751.144,68;;;0
Tururu;CE;2015;683.430,57;;;0
Ubajara;CE;2015;2.089.040,84;;;0
Umari;CE;2015;650.000,00;;;0
Umirim;CE;2015;926.517,48;;;0
Varjota;CE;2015;950.753,05;;;0
Várzea Alegre;CE;2015;1.556.539,00;;;0
Afonso Cunha;MA;2015;342.000,00;;;0
Água Doce do Maranhão;MA;2015;708.000,00;;;0
Alcântara;MA;2015;593.265,00;;;0
Amarante do Maranhão;MA;2015;1.098.240,00;;;0
Arame;MA;2015;250.000,00;;;0
Arari;MA;2015;500.000,00;;;0
Axixá;MA;2015;60.000,00;;;0
Bacabal;MA;2015;1.172.500,00;;;0
Balsas;MA;2015;1.900.000,00;;;0
Barreirinhas;MA;2015;2.383.545,00;;;0
Belágua;MA;2015;90.000,00;;;0
Benedito Leite;MA;2015;449.000,00;;;0
Bom Jardim;MA;2015;395.320,00;;;0
Buriti Bravo;MA;2015;1.080.000,00;;;0
Buriticupu;MA;2015;3.177.962,96;;;0
Buritirana;MA;2015;200.006,00;;;0
Cachoeira Grande;MA;2015;100.000,00;;;0
Caxias;MA;2015;7.736.000,00;;;0
Cedral;MA;2015;32.208,00;;;0
Chapadinha;MA;2015;1.489.325,88;;;0
Codó;MA;2015;992.000,00;;;0
Davinópolis;MA;2015;354.000,00;;;0
Esperantinópolis;MA;2015;812.784,00;;;0
Governador Archer;MA;2015;576.000,00;;;0
Governador Luiz Rocha;MA;2015;190.000,00;;;0
Governador Newton Bello;MA;2015;168.480,00;;;0
Graça Aranha;MA;2015;400.000,00;;;0
Guimarães;MA;2015;370.000,00;;;0
Humberto de Campos;MA;2015;747.206,13;;;0
Imperatriz;MA;2015;20.788.408,67;;;0
Itapecuru Mirim;MA;2015;720.000,00;;;0
Itinga do Maranhão;MA;2015;792.000,00;;;0
Jatobá;MA;2015;384.352,00;;;0
Jenipapo dos Vieiras;MA;2015;150.000,00;;;0
João Lisboa;MA;2015;751.229,00;;;0
Lago da Pedra;MA;2015;1.980.136,10;;;0
Lago do Junco;MA;2015;46.404,00;;;0
Lagoa do Mato;MA;2015;450.000,00;;;0
Lajeado Novo;MA;2015;1.000.000,00;;;0
Lima Campos;MA;2015;370.305,00;;;0
Magalhães de Almeida;MA;2015;444.500,00;;;0
Maracaçumé;MA;2015;1.208.000,00;;;0
Matões do Norte;MA;2015;928.525,00;;;0
Monção;MA;2015;1.869.308,00;;;0
Morros;MA;2015;120.000,00;;;0
Nova Olinda do Maranhão;MA;2015;1.500.000,00;;;0
Olinda Nova do Maranhão;MA;2015;190.000,00;;;0
Paço do Lumiar;MA;2015;5.838.000,00;;;0
Paraibano;MA;2015;345.000,00;;;0
Passagem Franca;MA;2015;1.369.760,00;;;0
Pastos Bons;MA;2015;1.030.123,80;;;0
Pedro do Rosário;MA;2015;200.000,00;;;0
Poção de Pedras;MA;2015;1.199.150,00;;;0
Porto Rico do Maranhão;MA;2015;505.080,00;;;0
Presidente Médici;MA;2015;212.000,00;;;0
Primeira Cruz;MA;2015;228.567,57;;;0
Ribamar Fiquene;MA;2015;163.000,00;;;0
Sambaíba;MA;2015;972.515,53;;;0
Santa Filomena do Maranhão;MA;2015;77.280,00;;;0
Santa Helena;MA;2015;2.314.037,97;;;0
Santa Luzia;MA;2015;2.993.752,00;;;0
Santo Antônio dos Lopes;MA;2015;69.400,00;;;0
São Benedito do Rio Preto;MA;2015;140.000,00;;;0
São Bernardo;MA;2015;151.200,00;;;0
São João do Soter;MA;2015;1.300.772,00;;;0
São João dos Patos;MA;2015;1.096.672,00;;;0
São José de Ribamar;MA;2015;10.941.590,28;;;0
São Raimundo das Mangabeiras;MA;2015;1.132.000,00;;;0
Serrano do Maranhão;MA;2015;52.292,00;;;0
Timon;MA;2015;8.950.000,00;;;0
Trizidela do Vale;MA;2015;221.535,00;;;0
Urbano Santos;MA;2015;305.823,00;;;0
Vitória do Mearim;MA;2015;1.570.000,00;;;0
Vitorino Freire;MA;2015;420.000,00;;;0
Aguiar;PB;2015;633.600,00;;;0
Alagoa Grande;PB;2015;289.785,40;;;0
Alagoa Nova;PB;2015;400.000,00;;;0
Alagoinha;PB;2015;410.716,04;;;0
Alcantil;PB;2015;172.960,00;;;0
Alhandra;PB;2015;1.347.936,69;;;0
São João do Rio do Peixe;PB;2015;200.000,00;;;0
Aparecida;PB;2015;330.333,00;;;0
Araçagi;PB;2015;385.360,00;;;0
Arara;PB;2015;648.787,00;;;0
Araruna;PB;2015;617.000,00;;;0
Areia de Baraúnas;PB;2015;190.275,00;;;0
Areial;PB;2015;300.000,00;;;0
Aroeiras;PB;2015;562.103,07;;;0
Assunção;PB;2015;229.580,00;;;0
Baraúna;PB;2015;174.240,00;;;0
Barra de Santana;PB;2015;204.190,00;;;0
Barra de São Miguel;PB;2015;280.980,00;;;0
Bayeux;PB;2015;1.800.000,00;;;0
Belém;PB;2015;884.632,20;;;0
Belém do Brejo do Cruz;PB;2015;800.000,00;;;0
Boa Ventura;PB;2015;212.050,00;;;0
Boa Vista;PB;2015;350.000,00;;;0
Bom Jesus;PB;2015;264.000,00;;;0
Bom Sucesso;PB;2015;625.828,00;;;0
Bonito de Santa Fé;PB;2015;400.000,00;;;0
Boqueirão;PB;2015;450.000,00;;;0
Igaracy;PB;2015;240.000,00;;;0
Cabedelo;PB;2015;8.727.064,31;1.165.622,11;;0,134
Cachoeira dos Índios;PB;2015;264.230,11;;;0
Cacimba de Areia;PB;2015;274.560,00;;;0
Cacimba de Dentro;PB;2015;300.000,00;;;0
Cacimbas;PB;2015;269.280,00;;;0
Cajazeiras;PB;2015;2.952.000,00;;;0
Cajazeirinhas;PB;2015;205.100,00;;;0
Camalaú;PB;2015;269.280,00;;;0
Campina Grande;PB;2015;40.872.231,00;2.747.041,70;;0,067
Capim;PB;2015;264.000,00;;;0
Carrapateira;PB;2015;330.000,00;;;0
Casserengue;PB;2015;201.723,60;;;0
Catingueira;PB;2015;255.312,00;;;0
Catolé do Rocha;PB;2015;1.242.977,31;;;0
Caturité;PB;2015;131.602,50;;;0
Conceição;PB;2015;320.000,00;;;0
Congo;PB;2015;50.000,00;;;0
Coremas;PB;2015;350.000,00;;;0
Coxixola;PB;2015;130.000,00;;;0
Cuitegi;PB;2015;317.564,00;;;0
Curral de Cima;PB;2015;150.000,00;;;0
Damião;PB;2015;220.000,00;;;0
Desterro;PB;2015;150.000,00;;;0
Diamante;PB;2015;265.240,00;;;0
Dona Inês;PB;2015;55.600,00;3.000,00;;0,054
Duas Estradas;PB;2015;243.458,00;;;0
Emas;PB;2015;567.264,00;;;0
Esperança;PB;2015;1.072.000,00;;;0
Fagundes;PB;2015;259.886,00;;;0
Frei Martinho;PB;2015;71.721,33;;;0
Guarabira;PB;2015;2.098.044,00;;;0
Gurinhém;PB;2015;196.000,00;;;0
Ibiara;PB;2015;477.014,20;;;0
Imaculada;PB;2015;823.700,00;;;0
Itapororoca;PB;2015;367.558,00;;;0
Itatuba;PB;2015;374.899,63;;;0
Jericó;PB;2015;600.000,00;;;0
João Pessoa;PB;2015;75.777.916,97;22.907.287,48;;0,302
Juarez Távora;PB;2015;264.720,00;;;0
Juru;PB;2015;439.704,00;;;0
Lagoa de Dentro;PB;2015;233.760,00;;;0
Lagoa Seca;PB;2015;1.962.576,00;3.636,85;;0,002
Lastro;PB;2015;170.000,00;;;0
Logradouro;PB;2015;200.000,00;;;0
Mãe D Água;PB;2015;272.332,80;;;0
Malta;PB;2015;540.000,00;;;0
Manaíra;PB;2015;427.680,00;;;0
Matinhas;PB;2015;200.000,00;;;0
Mato Grosso;PB;2015;300.000,00;;;0
Maturéia;PB;2015;297.864,00;;;0
Mogeiro;PB;2015;621.914,83;;;0
Montadas;PB;2015;300.000,00;;;0
Natuba;PB;2015;192.740,00;3.000,00;;0,016
Nova Olinda;PB;2015;337.686,00;;;0
Nova Palmeira;PB;2015;480.000,00;;;0
Olho D ÁGUA;PB;2015;266.344,00;;;0
Ouro Velho;PB;2015;273.950,82;;;0
Patos;PB;2015;4.913.456,31;;;0
Paulista;PB;2015;814.680,00;;;0
Pedra Branca;PB;2015;362.432,00;;;0
Pedra Lavrada;PB;2015;253.440,00;;;0
Pedras de Fogo;PB;2015;1.612.742,88;15.817,69;;0,01
Piancó;PB;2015;490.208,00;;;0
Pilar;PB;2015;;;;#DIV/0!
Pilões;PB;2015;266.000,00;;;0
Pirpirituba;PB;2015;597.911,40;;;0
Pocinhos;PB;2015;500.000,00;;;0
Poço Dantas;PB;2015;116.160,00;;;0
Poço de José de Moura;PB;2015;230.000,00;;;0
Pombal;PB;2015;1.050.073,20;;;0
Queimadas;PB;2015;1.742.400,00;;;0
Quixabá;PB;2015;232.000,00;;;0
Remígio;PB;2015;807.920,00;;;0
Pedro Régis;PB;2015;220.511,00;;;0
Riachão;PB;2015;230.854,00;;;0
Riacho de Santo Antônio;PB;2015;157.500,00;;;0
Riacho dos Cavalos;PB;2015;120.000,00;;;0
Rio Tinto;PB;2015;780.000,00;;;0
Salgadinho;PB;2015;255.312,00;;;0
Salgado de São Félix;PB;2015;84.000,00;;;0
Santa Cruz;PB;2015;316.400,00;;;0
Santa Helena;PB;2015;353.812,80;;;0
Santa Inês;PB;2015;253.440,00;;;0
Santa Luzia;PB;2015;645.360,00;;;0
Santana de Mangueira;PB;2015;255.440,00;;;0
Santana dos Garrotes;PB;2015;364.320,00;;;0
Santa Teresinha;PB;2015;884.510,00;;;0
São Bento;PB;2015;1.840.019,56;;;0
São Domingos do Cariri;PB;2015;389.240,07;;;0
São Francisco;PB;2015;259.040,90;;;0
São José da Lagoa Tapada;PB;2015;380.000,00;;;0
São José dos Ramos;PB;2015;120.000,00;;;0
São José de Piranhas;PB;2015;1.834.224,00;;;0
São José do Bonfim;PB;2015;111.940,00;;;0
São José do Brejo do Cruz;PB;2015;132.434,25;;;0
São José do Sabugi;PB;2015;361.024,00;;;0
São Mamede;PB;2015;750.623,36;;;0
São Sebastião de Lagoa de Roça;PB;2015;975.947,52;;;0
São Sebastião do Umbuzeiro;PB;2015;370.000,00;;;0
Sapé;PB;2015;2.000.000,00;;;0
Seridó;PB;2015;855.360,00;;;0
Serra da Raiz;PB;2015;200.000,00;;;0
Serra Grande;PB;2015;260.000,00;;;0
Serra Redonda;PB;2015;290.000,00;;;0
Serraria;PB;2015;326.000,00;;;0
Sertãozinho;PB;2015;346.000,00;;;0
Solânea;PB;2015;1.300.000,00;;;0
Soledade;PB;2015;713.300,00;0;;0
Sousa;PB;2015;13.789.987,00;;;0
Tacima;PB;2015;290.000,00;;;0
Tavares;PB;2015;350.000,00;;;0
Teixeira;PB;2015;179.688,00;;;0
Tenório;PB;2015;300.000,00;;;0
Triunfo;PB;2015;300.000,00;;;0
Uiraúna;PB;2015;643.292,80;;;0
Umbuzeiro;PB;2015;252.720,00;;;0
Várzea;PB;2015;261.024,00;;;0
Vieirópolis;PB;2015;200.000,00;;;0
Zabelê;PB;2015;130.064,15;;;0
Afogados da Ingazeira;PE;2015;1.066.900,00;;;0
Águas Belas;PE;2015;1.081.505,76;60.000,00;;0,055
Alagoinha;PE;2015;198.119,80;;;0
Angelim;PE;2015;1.084.720,00;;;0
Araripina;PE;2015;4.132.724,59;0;;0
Belém de Maria;PE;2015;457.600,00;;;0
Belo Jardim;PE;2015;4.440.000,00;;;0
Bodocó;PE;2015;1.818.448,00;;;0
Brejinho;PE;2015;561.000,00;60.000,00;;0,107
Buenos Aires;PE;2015;539.656,42;;;0
Cabo de Santo Agostinho;PE;2015;22.706.200,27;4.885.233,28;;0,215
Cabrobó;PE;2015;3.252.859,00;;;0
Caetés;PE;2015;1.033.304,48;508,5;;0
Calçado;PE;2015;182.400,00;;;0
Camaragibe;PE;2015;9.742.260,19;1.011.481,61;;0,104
Camocim de São Félix;PE;2015;2.289.144,36;;;0
Canhotinho;PE;2015;649.973,00;;;0
Carnaubeira da Penha;PE;2015;150.920,00;;;0
Caruaru;PE;2015;14.915.600,00;240.000,00;;0,016
Casinhas;PE;2015;371.238,76;;;0
Cedro;PE;2015;794.520,00;;;0
Chã Grande;PE;2015;2.512.647,96;;;0
Condado;PE;2015;733.780,00;;;0
Custódia;PE;2015;340.800,00;;;0
Dormentes;PE;2015;302.260,00;;;0
Escada;PE;2015;2.081.445,68;;;0
Ferreiros;PE;2015;274.247,60;84.000,00;;0,306
Floresta;PE;2015;1.836.397,93;;;0
Goiana;PE;2015;9.793.134,51;164.486,66;;0,017
Ibimirim;PE;2015;511.440,00;;;0
Ibirajuba;PE;2015;170.400,00;;;0
Igarassu;PE;2015;7.527.201,98;;;0
Iguaraci;PE;2015;663.600,00;254.000,00;;0,383
Ipojuca;PE;2015;17.680.013,20;2.087.409,56;;0,118
Itaíba;PE;2015;340.800,00;;;0
Ilha de Itamaracá;PE;2015;1.912.784,24;0;;0
Itapetim;PE;2015;1.374.468,79;;;0
Itapissuma;PE;2015;483.306,72;;;0
Jaboatão dos Guararapes;PE;2015;44.139.837,70;12.763.405,38;;0,289
Jatobá;PE;2015;974.248,08;;;0
Joaquim Nabuco;PE;2015;1.441.978,00;;;0
Jucati;PE;2015;170.400,00;;;0
Jurema;PE;2015;756.000,00;;;0
Lagoa do Ouro;PE;2015;182.400,00;;;0
Lagoa Grande;PE;2015;160.600,00;;;0
Macaparana;PE;2015;640.878,20;;;0
Maraial;PE;2015;414.960,00;;;0
Mirandiba;PE;2015;662.000,00;;;0
Moreno;PE;2015;2.094.000,00;80.000,00;;0,038
Nazaré da Mata;PE;2015;1.162.046,28;;;0
Olinda;PE;2015;17.563.219,70;;;0
Orobó;PE;2015;1.600.179,04;;;0
Ouricuri;PE;2015;4.313.350,65;;;0
Palmeirina;PE;2015;300.000,00;;;0
Panelas;PE;2015;276.000,00;;;0
Paranatama;PE;2015;350.000,00;;;0
Parnamirim;PE;2015;413.255,46;;;0
Paudalho;PE;2015;4.396.000,00;;;0
Pesqueira;PE;2015;2.027.402,00;;;0
Petrolândia;PE;2015;1.219.000,00;1.200.000,00;;0,984
Petrolina;PE;2015;16.882.930,74;1.322.825,42;;0,078
Recife;PE;2015;237.472.355,00;101.674.631,00;;0,428
Rio Formoso;PE;2015;790.178,47;25.000,00;;0,032
Salgueiro;PE;2015;4.101.556,77;74.741,00;;0,018
Saloá;PE;2015;1.301.387,36;;;0
Santa Cruz da Baixa Verde;PE;2015;1.095.390,48;;;0
Santa Filomena;PE;2015;553.524,24;;;0
Santa Maria do Cambucá;PE;2015;729.216,64;4.775,44;;0,007
São Caitano;PE;2015;990.227,20;;;0
São Joaquim do Monte;PE;2015;438.741,32;;;0
São José do Egito;PE;2015;590.208,00;;;0
São Lourenço da Mata;PE;2015;5.292.821,76;;;0
Serrita;PE;2015;1.078.474,00;;;0
Solidão;PE;2015;274.560,00;;;0
Tacaimbó;PE;2015;158.400,00;;;0
Tamandaré;PE;2015;1.000.000,00;;;0
Taquaritinga do Norte;PE;2015;817.120,00;;;0
Timbaúba;PE;2015;4.204.725,29;0;;0
Tracunhaém;PE;2015;613.440,00;96.394,00;;0,157
Triunfo;PE;2015;1.158.418,71;135.062,85;;0,117
Venturosa;PE;2015;585.688,00;;;0
Vertente do Lério;PE;2015;252.796,70;702,09;;0,003
Vertentes;PE;2015;748.812,65;;;0
Vicência;PE;2015;366.788,00;282.240,00;;0,769
Vitória de Santo Antão;PE;2015;9.938.080,42;;;0
Acauã;PI;2015;108.000,00;;;0
Agricolândia;PI;2015;52.128,00;;;0
Água Branca;PI;2015;1.128.000,00;;;0
Alagoinha do Piauí;PI;2015;119.601,36;;;0
Alegrete do Piauí;PI;2015;524.958,40;;;0
Alvorada do Gurguéia;PI;2015;359.769,74;;;0
Antônio Almeida;PI;2015;466.901,86;;;0
Arraial;PI;2015;320.400,00;;;0
Assunção do Piauí;PI;2015;262.800,00;;;0
Avelino Lopes;PI;2015;126.720,00;;;0
Baixa Grande do Ribeiro;PI;2015;972.744,00;;;0
Barras;PI;2015;1.447.980,00;;;0
Barro Duro;PI;2015;68.000,00;;;0
Bela Vista do Piauí;PI;2015;249.811,00;;;0
Beneditinos;PI;2015;132.000,00;;;0
Betânia do Piauí;PI;2015;205.581,80;;;0
Boa Hora;PI;2015;173.492,00;;;0
Brejo do Piauí;PI;2015;33.329,73;;;0
Buriti dos Lopes;PI;2015;1.041.878,12;;;0
Buriti dos Montes;PI;2015;238.399,89;;;0
Cabeceiras do Piauí;PI;2015;38.000,00;;;0
Campo Grande do Piauí;PI;2015;176.000,00;;;0
Canto do Buriti;PI;2015;2.122.560,00;;;0
Capitão Gervásio Oliveira;PI;2015;195.000,00;;;0
Castelo do Piauí;PI;2015;1.068.385,00;;;0
Cocal;PI;2015;200.000,00;;;0
Cocal de Telha;PI;2015;130.000,00;;;0
Coivaras;PI;2015;120.000,00;;;0
Conceição do Canindé;PI;2015;332.809,80;;;0
Corrente;PI;2015;1.160.400,00;0;;0
Curralinhos;PI;2015;95.040,00;;;0
Dom Expedito Lopes;PI;2015;360.000,00;;;0
Dom Inocêncio;PI;2015;65.000,00;;;0
Floriano;PI;2015;10.050.000,00;;;0
Francinópolis;PI;2015;167.910,60;;;0
Francisco Macedo;PI;2015;136.974,71;;;0
Francisco Santos;PI;2015;392.728,00;;;0
Fronteiras;PI;2015;924.972,00;;;0
Gilbués;PI;2015;80.000,00;;;0
Guadalupe;PI;2015;1.116.470,40;;;0
Hugo Napoleão;PI;2015;62.000,00;;;0
Ilha Grande;PI;2015;614.820,63;;;0
Inhuma;PI;2015;473.152,00;;;0
Ipiranga do Piauí;PI;2015;453.600,00;;;0
Itaueira;PI;2015;315.780,00;;;0
Jatobá do Piauí;PI;2015;157.600,00;;;0
Jerumenha;PI;2015;172.591,44;;;0
João Costa;PI;2015;40.000,00;;;0
Joaquim Pires;PI;2015;671.328,68;;;0
Juazeiro do Piauí;PI;2015;321.720,00;;;0
Lagoinha do Piauí;PI;2015;132.000,00;;;0
Lagoa Alegre;PI;2015;50.000,00;;;0
Lagoa do Barro do Piauí;PI;2015;114.360,00;;;0
Luís Correia;PI;2015;158.000,00;;;0
Luzilândia;PI;2015;1.366.161,03;;;0
Miguel Leão;PI;2015;14.900,00;;;0
Milton Brandão;PI;2015;19.656,00;;;0
Monsenhor Hipólito;PI;2015;117.012,00;;;0
Morro do Chapéu do Piauí;PI;2015;129.798,60;;;0
Novo Santo Antônio;PI;2015;240.000,00;;;0
Oeiras;PI;2015;1.703.923,67;;;0
Paes Landim;PI;2015;360.000,00;;;0
Parnaguá;PI;2015;706.970,73;;;0
Parnaíba;PI;2015;9.829.389,43;;;0
Pimenteiras;PI;2015;600.000,00;;;0
Pio IX;PI;2015;636.000,00;;;0
Piracuruca;PI;2015;939.568,32;;;0
Redenção do Gurguéia;PI;2015;272.000,00;;;0
Santa Cruz dos Milagres;PI;2015;264.000,00;;;0
Santa Rosa do Piauí;PI;2015;395.500,00;;;0
São Francisco de Assis do Piauí;PI;2015;327.385,68;;;0
São João da Canabrava;PI;2015;170.208,00;;;0
São João da Varjota;PI;2015;150.000,00;;;0
São Julião;PI;2015;356.000,00;;;0
São Miguel do Fidalgo;PI;2015;521.215,00;;;0
São Pedro do Piauí;PI;2015;442.963,20;;;0
São Raimundo Nonato;PI;2015;1.483.539,90;;;0
Sebastião Leal;PI;2015;504.000,00;;;0
Teresina;PI;2015;73.154.660,00;;;0
União;PI;2015;895.742,17;;;0
Várzea Branca;PI;2015;416.640,00;;;0
Wall Ferraz;PI;2015;360.000,00;;;0
Acari;RN;2015;1.634.800,00;;;0
Açu;RN;2015;4.128.000,00;34.000,00;;0,008
Afonso Bezerra;RN;2015;150.922,40;;;0
Água Nova;RN;2015;519.456,00;;;0
Almino Afonso;RN;2015;132.119,38;;;0
Alto do Rodrigues;RN;2015;2.829.876,72;;;0
Antônio Martins;RN;2015;180.000,00;;;0
Apodi;RN;2015;800.000,00;;;0
Areia Branca;RN;2015;1.400.256,00;;;0
Augusto Severo;RN;2015;440.086,00;;;0
Baía Formosa;RN;2015;1.040.187,90;;;0
Barcelona;RN;2015;325.000,00;185,1;;0,001
Bento Fernandes;RN;2015;346.488,00;;;0
Bodó;RN;2015;70.460,00;;;0
Brejinho;RN;2015;147.000,00;;;0
Caicó;RN;2015;3.492.019,53;;;0
Canguaretama;RN;2015;2.940.000,00;;;0
Carnaúba dos Dantas;RN;2015;292.000,00;;;0
Coronel Ezequiel;RN;2015;303.810,00;;;0
Coronel João Pessoa;RN;2015;48.000,00;;;0
Cruzeta;RN;2015;107.520,20;;;0
Encanto;RN;2015;367.000,00;;;0
Extremoz;RN;2015;4.312.580,00;;;0
Frutuoso Gomes;RN;2015;350.000,00;;;0
Galinhos;RN;2015;62.300,00;;;0
Guamaré;RN;2015;1.401.200,00;;;0
Ielmo Marinho;RN;2015;314.187,72;;;0
Ipanguaçu;RN;2015;808.458,84;;;0
Ipueira;RN;2015;368.784,00;;;0
Jaçanã;RN;2015;75.000,00;;;0
Jardim de Piranhas;RN;2015;742.858,00;;;0
Jardim do Seridó;RN;2015;456.400,00;;;0
João Câmara;RN;2015;2.215.000,00;;;0
João Dias;RN;2015;120.000,00;;;0
Jucurutu;RN;2015;1.769.864,37;;;0
Jundiá;RN;2015;233.088,00;;;0
Lagoa de Pedras;RN;2015;580.028,76;;;0
Lagoa Nova;RN;2015;525.806,00;;;0
Lajes;RN;2015;995.480,00;;;0
Lucrécia;RN;2015;350.000,00;;;0
Macaíba;RN;2015;10.384.685,37;490.446,67;;0,047
Macau;RN;2015;4.214.647,81;;;0
Major Sales;RN;2015;151.680,00;;;0
Marcelino Vieira;RN;2015;62.200,00;;;0
Martins;RN;2015;194.023,42;37.219,84;;0,192
Mossoró;RN;2015;25.084.765,00;2.065.726,00;;0,082
Natal;RN;2015;170.912.223,47;65.306.207,99;;0,382
Nísia Floresta;RN;2015;3.116.521,11;0;;0
Nova Cruz;RN;2015;1.539.345,24;;;0
Ouro Branco;RN;2015;229.200,00;;;0
Paraná;RN;2015;92.911,17;;;0
Paraú;RN;2015;280.042,00;;;0
Parelhas;RN;2015;495.200,00;;;0
Passa e Fica;RN;2015;150.000,00;16.000,00;;0,107
Pau dos Ferros;RN;2015;9.366.788,84;164.420,84;;0,018
Pedra Grande;RN;2015;384.416,99;;;0
Pilões;RN;2015;80.120,00;;;0
Portalegre;RN;2015;124.158,00;;;0
Porto do Mangue;RN;2015;785.108,00;;;0
Rafael Fernandes;RN;2015;60.300,00;;;0
Riacho de Santana;RN;2015;360.000,00;;;0
Santa Cruz;RN;2015;2.980.589,13;11.020,30;;0,004
Santana do Seridó;RN;2015;207.360,00;;;0
Santo Antônio;RN;2015;200.000,00;;;0
São Bento do Trairí;RN;2015;245.288,00;;;0
São Francisco do Oeste;RN;2015;200.000,00;;;0
São Gonçalo do Amarante;RN;2015;6.830.791,12;;;0
São João do Sabugi;RN;2015;862.436,00;;;0
São José de Mipibu;RN;2015;1.893.171,62;;;0
São Miguel;RN;2015;1.092.186,00;;;0
Serra Negra do Norte;RN;2015;1.969.804,00;;;0
Serrinha;RN;2015;141.800,00;;;0
Taboleiro Grande;RN;2015;556.565,76;;;0
Tenente Ananias;RN;2015;100.000,00;;;0
Tibau do Sul;RN;2015;1.820.000,00;0;;0
Upanema;RN;2015;100.000,00;;;0
Várzea;RN;2015;246.240,00;;;0
Venha-Ver;RN;2015;142.560,00;;;0
Viçosa;RN;2015;180.000,00;;;0
Vila Flor;RN;2015;77.832,00;;;0
Aracaju;SE;2015;98.813.735,00;;;0
Arauá;SE;2015;644.400,00;;;0
Boquim;SE;2015;565.520,00;;;0
Campo do Brito;SE;2015;583.204,00;148.000,00;;0,254
Capela;SE;2015;1.625.496,26;10.570,49;;0,007
Carmópolis;SE;2015;1.905.386,00;;;0
Divina Pastora;SE;2015;370.191,18;;;0
Frei Paulo;SE;2015;190.000,00;;;0
Gararu;SE;2015;499.026,39;;;0
Gracho Cardoso;SE;2015;360.000,00;;;0
Indiaroba;SE;2015;134.684,80;;;0
Itabaiana;SE;2015;3.338.321,09;;;0
Itabaianinha;SE;2015;1.641.549,26;;;0
Itaporanga d Ajuda;SE;2015;1.235.400,00;;;0
Japaratuba;SE;2015;1.458.116,47;;;0
Japoatã;SE;2015;571.752,00;;;0
Lagarto;SE;2015;1.954.630,16;;;0
Malhada dos Bois;SE;2015;622.434,37;;;0
Moita Bonita;SE;2015;336.786,00;;;0
Monte Alegre de Sergipe;SE;2015;1.884.000,00;;;0
Nossa Senhora Aparecida;SE;2015;528.000,00;;;0
Nossa Senhora das Dores;SE;2015;1.108.360,00;;;0
Nossa Senhora do Socorro;SE;2015;28.381.309,14;;;0
Pirambu;SE;2015;1.516.876,54;;;0
Poço Redondo;SE;2015;1.795.114,40;;;0
Poço Verde;SE;2015;310.695,00;;;0
Rosário do Catete;SE;2015;1.417.491,34;;;0
Salgado;SE;2015;929.280,00;;;0
Simão Dias;SE;2015;400.000,00;;;0
Tobias Barreto;SE;2015;3.573.100,00;;;0
Umbaúba;SE;2015;1.009.804,00;;;0
---;---;---;2.873.956.226,28;339.281.668,69;;0,118
