Município;Estado;Ano de Referência;FN220 - Despesa total com serviços de manejo de RSU (Antigo campo GE007);FN222 - Receita arrecadada com taxas e tarifas referentes à gestão e manejo de RSU (Antigo campo GE006);. ;DS_2017
Cocalzinho de Goiás;GO;2015;249.796,17;;;0
Colinas do Sul;GO;2015;422.080,89;;;0
Corumbaíba;GO;2015;1.495.113,05;;;0
Cristalina;GO;2015;8.659.403,88;;;0
Cristianópolis;GO;2015;200.000,00;;;0
Cromínia;GO;2015;536.665,57;;;0
Damolândia;GO;2015;329.273,10;;;0
Davinópolis;GO;2015;134.640,00;;;0
Diorama;GO;2015;20.000,00;;;0
Doverlândia;GO;2015;486.900,00;;;0
Edealina;GO;2015;275.738,00;;;0
Edéia;GO;2015;1.283.000,00;;;0
Estrela do Norte;GO;2015;329.273,10;;;0
Formosa;GO;2015;4.493.476,52;687.166,52;;0,153
Formoso;GO;2015;300.000,00;;;0
Gameleira de Goiás;GO;2015;106.280,00;;;0
Divinópolis de Goiás;GO;2015;1.027.200,00;;;0
Goianápolis;GO;2015;1.003.532,80;;;0
Goiandira;GO;2015;79.200,00;;;0
Goianésia;GO;2015;6.032.583,00;;;0
Goiânia;GO;2015;266.400.400,98;;;0
Goiás;GO;2015;354.000,00;;;0
Gouvelândia;GO;2015;695.450,00;;;0
Guapó;GO;2015;329.273,10;;;0
Guaraíta;GO;2015;17.750,00;;;0
Guarani de Goiás;GO;2015;156.000,00;;;0
Hidrolândia;GO;2015;329.273,10;;;0
Hidrolina;GO;2015;447.200,00;;;0
Iaciara;GO;2015;383.536,30;;;0
Inaciolândia;GO;2015;832.000,00;;;0
Indiara;GO;2015;225.000,00;;;0
Inhumas;GO;2015;2.760.000,00;;;0
Ipameri;GO;2015;1.150.361,22;;;0
Iporá;GO;2015;465.000,00;;;0
Itaberaí;GO;2015;1.787.200,00;;;0
Itaguari;GO;2015;314.800,00;;;0
Itaguaru;GO;2015;200.000,00;;;0
Itajá;GO;2015;386.300,00;;;0
Itapuranga;GO;2015;1.707.000,00;;;0
Itarumã;GO;2015;1.024.542,00;;;0
Itumbiara;GO;2015;11.517.452,42;82.293,22;;0,007
Jandaia;GO;2015;506.854,13;;;0
Jataí;GO;2015;10.641.075,34;;;0
Jesúpolis;GO;2015;330.000,00;;;0
Joviânia;GO;2015;633.396,32;;;0
Lagoa Santa;GO;2015;125.000,00;;;0
Luziânia;GO;2015;4.991.676,52;1.826.261,34;;0,366
Mambaí;GO;2015;411.536,70;;;0
Mineiros;GO;2015;5.428.698,24;;;0
Morro Agudo de Goiás;GO;2015;173.974,00;;;0
Mossâmedes;GO;2015;198.680,00;;;0
Mozarlândia;GO;2015;1.071.080,00;;;0
Mundo Novo;GO;2015;392.435,99;;;0
Mutunópolis;GO;2015;494.980,00;;;0
Nazário;GO;2015;329.273,10;;;0
Nerópolis;GO;2015;1.170.000,00;;;0
Nova América;GO;2015;422.044,00;;;0
Nova Aurora;GO;2015;411.079,14;;;0
Nova Crixás;GO;2015;329.273,10;;;0
Nova Iguaçu de Goiás;GO;2015;302.000,00;;;0
Novo Brasil;GO;2015;232.680,00;;;0
Ouro Verde de Goiás;GO;2015;283.000,00;;;0
Ouvidor;GO;2015;1.419.822,00;;;0
Padre Bernardo;GO;2015;1.462.400,00;;;0
Palestina de Goiás;GO;2015;158.821,18;;;0
Palmeiras de Goiás;GO;2015;4.320.000,00;;;0
Palmelo;GO;2015;250.000,00;;;0
Palminópolis;GO;2015;40.000,00;;;0
Panamá;GO;2015;313.073,33;;;0
Paraúna;GO;2015;1.694.300,00;;;0
Perolândia;GO;2015;359.000,00;;;0
Piracanjuba;GO;2015;329.273,10;;;0
Pirenópolis;GO;2015;576.000,00;;;0
Pires do Rio;GO;2015;1.390.941,90;;;0
Planaltina;GO;2015;1.212.889,10;;;0
Pontalina;GO;2015;1.697.352,00;;;0
Porangatu;GO;2015;465.000,00;;;0
Porteirão;GO;2015;501.600,00;;;0
Posse;GO;2015;1.035.000,00;;;0
Quirinópolis;GO;2015;3.557.370,59;0;;0
Rialma;GO;2015;914.914,23;;;0
Rio Quente;GO;2015;562.168,45;;;0
Rio Verde;GO;2015;23.973.754,68;;;0
Santa Cruz de Goiás;GO;2015;144.000,00;;;0
Santa Fé de Goiás;GO;2015;473.440,00;;;0
Santa Rita do Araguaia;GO;2015;562.800,00;;;0
Santa Rosa de Goiás;GO;2015;329.273,10;;;0
Santo Antônio da Barra;GO;2015;43.538,75;;;0
Santo Antônio do Descoberto;GO;2015;3.600.000,00;;;0
São Domingos;GO;2015;635.533,96;;;0
São Francisco de Goiás;GO;2015;124.080,00;;;0
São Luís de Montes Belos;GO;2015;2.040.000,00;;;0
São Luíz do Norte;GO;2015;329.273,10;;;0
São Miguel do Araguaia;GO;2015;608.101,76;;;0
São Patrício;GO;2015;39.097,00;;;0
São Simão;GO;2015;3.765.493,86;;;0
Senador Canedo;GO;2015;9.002.065,27;335.040,59;;0,037
Silvânia;GO;2015;906.365,00;;;0
Sítio d Abadia;GO;2015;231.216,00;;;0
Taquaral de Goiás;GO;2015;329.273,10;;;0
Teresina de Goiás;GO;2015;396.000,00;;;0
Terezópolis de Goiás;GO;2015;329.273,10;;;0
Três Ranchos;GO;2015;558.350,25;;;0
Turvelândia;GO;2015;527.036,32;;;0
Uirapuru;GO;2015;33.880,00;;;0
Uruaçu;GO;2015;757.521,66;;;0
Uruana;GO;2015;880.283,70;;;0
Vianópolis;GO;2015;938.767,60;;;0
Água Clara;MS;2015;315.917,34;;;0
Alcinópolis;MS;2015;1.284.809,35;;;0
Amambaí;MS;2015;1.400.000,00;190.000,00;;0,136
Anaurilândia;MS;2015;586.344,32;;;0
Aral Moreira;MS;2015;1.617.805,04;;;0
Bataguassu;MS;2015;1.541.203,50;30.938,56;;0,02
Batayporã;MS;2015;374.923,56;;;0
Bodoquena;MS;2015;807.400,00;;;0
Bonito;MS;2015;2.473.188,00;99.487,00;;0,04
Brasilândia;MS;2015;1.365.468,45;50.982,30;;0,037
Caarapó;MS;2015;3.358.127,50;;;0
Campo Grande;MS;2015;17.682.720,00;;;0
Caracol;MS;2015;275.614,14;;;0
Chapadão do Sul;MS;2015;4.079.308,68;590.840,16;;0,145
Corumbá;MS;2015;11.089.569,99;790.582,25;;0,071
Costa Rica;MS;2015;2.068.716,00;;;0
Deodápolis;MS;2015;150.000,00;;;0
Douradina;MS;2015;505.000,00;;;0
Dourados;MS;2015;17.100.550,09;;;0
Eldorado;MS;2015;900.000,00;;;0
Fátima do Sul;MS;2015;450.000,00;;;0
Figueirão;MS;2015;402.278,56;;;0
Guia Lopes da Laguna;MS;2015;1.141.136,90;;;0
Iguatemi;MS;2015;1.894.780,31;124.000,00;;0,065
Inocência;MS;2015;1.278.124,95;;;0
Itaporã;MS;2015;2.862.447,49;;;0
Ivinhema;MS;2015;873.420,00;70.454,92;;0,081
Jaraguari;MS;2015;345.000,00;;;0
Jardim;MS;2015;2.912.100,12;417.415,00;;0,143
Jateí;MS;2015;50.000,00;;;0
Juti;MS;2015;180.208,00;;;0
Ladário;MS;2015;1.183.593,20;;;0
Laguna Carapã;MS;2015;377.856,40;21.297,21;;0,056
Maracaju;MS;2015;1.607.240,00;1.116.000,00;;0,694
Mundo Novo;MS;2015;747.600,00;;;0
Naviraí;MS;2015;752.260,53;;;0
Nioaque;MS;2015;1.056.600,00;;;0
Nova Alvorada do Sul;MS;2015;180.000,00;69.000,00;;0,383
Nova Andradina;MS;2015;638.680,00;;;0
Novo Horizonte do Sul;MS;2015;33.000,00;;;0
Paraíso das Águas;MS;2015;992.028,48;;;0
Paranaíba;MS;2015;890.000,00;;;0
Pedro Gomes;MS;2015;380.167,00;;;0
Ponta Porã;MS;2015;5.002.793,67;3.000.000,00;;0,6
Porto Murtinho;MS;2015;1.389.698,65;;;0
Ribas do Rio Pardo;MS;2015;1.780.000,00;;;0
Rio Brilhante;MS;2015;1.494.000,00;308.352,32;;0,206
Rio Negro;MS;2015;612.696,14;;;0
Rio Verde de Mato Grosso;MS;2015;761.752,00;;;0
Santa Rita do Pardo;MS;2015;400.000,00;8.361,66;;0,021
São Gabriel do Oeste;MS;2015;2.132.491,36;162.176,35;;0,076
Selvíria;MS;2015;409.884,45;;;0
Sidrolândia;MS;2015;3.445.598,30;;;0
Sonora;MS;2015;1.759.915,74;;;0
Taquarussu;MS;2015;250.000,00;;;0
Terenos;MS;2015;910.556,86;;;0
Água Boa;MT;2015;820.726,39;;;0
Alto Araguaia;MT;2015;3.895.188,14;541.578,19;;0,139
Alto Boa Vista;MT;2015;100.000,00;;;0
Apiacás;MT;2015;258.629,00;42.755,90;;0,165
Araguaiana;MT;2015;79.850,00;;;0
Arenápolis;MT;2015;947.303,00;;;0
Aripuanã;MT;2015;164.706,10;;;0
Barra do Garças;MT;2015;6.967.680,00;;;0
Brasnorte;MT;2015;235.074,96;124.559,34;;0,53
Cáceres;MT;2015;2.832.420,00;350.978,82;;0,124
Campo Novo do Parecis;MT;2015;3.946.576,65;638.071,19;;0,162
Campos de Júlio;MT;2015;924.905,57;220.658,00;;0,239
Castanheira;MT;2015;144.000,00;;;0
Cláudia;MT;2015;531.422,00;;;0
Colíder;MT;2015;1.962.279,00;;;0
Comodoro;MT;2015;1.221.668,59;;;0
Confresa;MT;2015;980.000,00;;;0
Conquista D Oeste;MT;2015;284.064,90;;;0
Cuiabá;MT;2015;43.424.718,12;;;0
Diamantino;MT;2015;3.160.000,00;123.000,00;;0,039
Feliz Natal;MT;2015;952.355,86;30.010,09;;0,032
Gaúcha do Norte;MT;2015;202.400,04;;;0
Guiratinga;MT;2015;1.000.000,00;;;0
Indiavaí;MT;2015;127.042,00;;;0
Ipiranga do Norte;MT;2015;206.874,82;;;0
Itaúba;MT;2015;283.440,00;44.532,60;;0,157
Jaciara;MT;2015;786.024,90;319.946,85;;0,407
Jauru;MT;2015;1.296.000,00;;;0
Juína;MT;2015;1.328.928,26;546.330,62;;0,411
Lambari D Oeste;MT;2015;222.138,61;;;0
Lucas do Rio Verde;MT;2015;5.443.389,08;1.168.750,00;;0,215
Vila Bela da Santíssima Trindade;MT;2015;314.520,00;;;0
Marcelândia;MT;2015;469.946,11;58.107,14;;0,124
Mirassol D Oeste;MT;2015;1.084.195,63;288.854,59;;0,266
Nobres;MT;2015;328.500,00;;;0
Nossa Senhora do Livramento;MT;2015;313.435,40;80.410,13;;0,257
Nova Lacerda;MT;2015;272.116,74;;;0
Nova Santa Helena;MT;2015;32.051,01;17.095,00;;0,533
Nova Brasilândia;MT;2015;180.000,00;;;0
Nova Mutum;MT;2015;3.358.642,00;;;0
Nova Ubiratã;MT;2015;279.242,80;62.153,00;;0,223
Nova Xavantina;MT;2015;1.312.980,26;;;0
Novo Mundo;MT;2015;238.621,36;;;0
Peixoto de Azevedo;MT;2015;682.533,91;;;0
Poconé;MT;2015;819.007,80;;;0
Pontal do Araguaia;MT;2015;181.149,00;;;0
Pontes e Lacerda;MT;2015;2.236.800,00;;;0
Porto Esperidião;MT;2015;183.165,94;34.852,06;;0,19
Primavera do Leste;MT;2015;9.500.000,00;;;0
Querência;MT;2015;1.033.395,13;;;0
São José dos Quatro Marcos;MT;2015;478.189,98;195.348,48;;0,409
Ribeirãozinho;MT;2015;270.508,00;;;0
Santa Carmem;MT;2015;324.490,87;19.710,08;;0,061
São José do Rio Claro;MT;2015;240.752,00;;;0
Rondonópolis;MT;2015;12.857.237,61;;;0
Santa Cruz do Xingu;MT;2015;179.820,65;;;0
Santo Antônio do Leste;MT;2015;31.093,00;;;0
Sapezal;MT;2015;2.741.780,00;372.849,96;;0,136
Tangará da Serra;MT;2015;4.102.532,28;3.954.472,09;;0,964
Terra Nova do Norte;MT;2015;346.699,99;179.210,40;;0,517
Vera;MT;2015;1.082.742,12;213.269,37;;0,197
Nova Marilândia;MT;2015;285.614,25;;;0
---;---;---;1.160.032.273,78;176.834.852,40;;0,152
Água Branca;AL;2015;849.800,00;;;0
Atalaia;AL;2015;380.000,00;;;0
Barra de São Miguel;AL;2015;383.124,88;;;0
Batalha;AL;2015;173.000,00;;;0
Boca da Mata;AL;2015;1.577.939,32;;;0
Cacimbinhas;AL;2015;522.000,00;;;0
Campo Alegre;AL;2015;298.535,83;;;0
Delmiro Gouveia;AL;2015;12.000.000,00;;;0
Dois Riachos;AL;2015;512.000,00;;;0
Feira Grande;AL;2015;740.880,00;;;0
Feliz Deserto;AL;2015;400.800,00;;;0
Igreja Nova;AL;2015;792.000,00;;;0
Inhapi;AL;2015;1.948.019,00;;;0
Jacuípe;AL;2015;287.520,00;;;0
Jequiá da Praia;AL;2015;529.347,00;;;0
Jundiá;AL;2015;299.520,00;;;0
Junqueiro;AL;2015;1.675.800,00;;;0
Lagoa da Canoa;AL;2015;1.000.000,00;;;0
Maceió;AL;2015;202.946.000,00;16.923.528,24;;0,083
Major Isidoro;AL;2015;652.464,00;;;0
Maravilha;AL;2015;90.000,00;;;0
Matriz de Camaragibe;AL;2015;2.021.210,88;;;0
Ouro Branco;AL;2015;1.400.000,00;;;0
Palestina;AL;2015;108.000,00;;;0
Palmeira dos Índios;AL;2015;6.700.000,00;;;0
Pariconha;AL;2015;511.102,00;;;0
Passo de Camaragibe;AL;2015;103.903,40;;;0
Penedo;AL;2015;2.220.000,00;;;0
Piaçabuçu;AL;2015;299.520,00;;;0
Pilar;AL;2015;9.494.326,00;;;0
Pindoba;AL;2015;352.096,83;;;0
Santana do Ipanema;AL;2015;850.000,00;;;0
Santana do Mundaú;AL;2015;312.594,60;;;0
São Luís do Quitunde;AL;2015;2.221.658,80;;;0
São Miguel dos Campos;AL;2015;3.292.360,36;32.796,16;;0,01
Senador Rui Palmeira;AL;2015;400.000,00;;;0
Traipu;AL;2015;900.000,00;;;0
Viçosa;AL;2015;1.180.800,00;;;0
Abaré;BA;2015;586.080,00;;;0
Érico Cardoso;BA;2015;900.000,00;;;0
Alagoinhas;BA;2015;17.703.942,24;;;0
Amargosa;BA;2015;2.239.387,00;;;0
Amélia Rodrigues;BA;2015;3.282.880,00;;;0
América Dourada;BA;2015;457.000,00;;;0
Anagé;BA;2015;550.000,00;;;0
Andaraí;BA;2015;1.157.093,34;;;0
Andorinha;BA;2015;826.457,04;;;0
Angical;BA;2015;140.000,00;;;0
Aporá;BA;2015;910.320,00;;;0
Araci;BA;2015;2.029.243,80;;;0
Arataca;BA;2015;1.140.013,63;;;0
Baixa Grande;BA;2015;1.215.000,00;;;0
Banzaê;BA;2015;510.429,12;;;0
Barra;BA;2015;2.895.303,80;;;0
Barra da Estiva;BA;2015;825.800,00;;;0
Barra do Mendes;BA;2015;744.544,00;;;0
Barreiras;BA;2015;9.588.170,15;;;0
Bom Jesus da Serra;BA;2015;590.344,64;;;0
Brumado;BA;2015;3.671.720,00;;;0
Caém;BA;2015;719.083,00;;;0
Caetité;BA;2015;6.323.690,42;;;0
Cafarnaum;BA;2015;269.251,00;;;0
Camacan;BA;2015;2.154.110,00;;;0
Camaçari;BA;2015;43.621.733,34;;;0
Campo Alegre de Lourdes;BA;2015;200.000,00;;;0
Candiba;BA;2015;766.707,83;;;0
Cândido Sales;BA;2015;1.588.015,76;;;0
Cansanção;BA;2015;1.170.200,00;;;0
Canudos;BA;2015;782.808,00;;;0
Capim Grosso;BA;2015;1.947.315,40;;;0
Caraíbas;BA;2015;419.630,40;;;0
Cardeal da Silva;BA;2015;916.600,00;;;0
Carinhanha;BA;2015;1.059.278,63;;;0
Castro Alves;BA;2015;1.900.000,00;;;0
Catu;BA;2015;7.345.597,80;;;0
Cipó;BA;2015;1.080.000,00;;;0
Conceição do Coité;BA;2015;3.000.000,00;;;0
Conceição do Jacuípe;BA;2015;3.438.000,00;;;0
Conde;BA;2015;243.859,06;;;0
Condeúba;BA;2015;120.000,00;;;0
Contendas do Sincorá;BA;2015;349.200,00;;;0
Cordeiros;BA;2015;325.800,00;;;0
Coribe;BA;2015;2.481.589,06;;;0
Coronel João Sá;BA;2015;204.000,00;;;0
Correntina;BA;2015;6.692.000,00;;;0
Cotegipe;BA;2015;370.200,00;;;0
Crisópolis;BA;2015;1.496.520,00;;;0
Cristópolis;BA;2015;98.564,00;;;0
Cruz das Almas;BA;2015;7.195.024,93;;;0
Dias d Ávila;BA;2015;10.745.128,07;;;0
Esplanada;BA;2015;3.583.375,60;;;0
Euclides da Cunha;BA;2015;2.851.312,23;;;0
Eunápolis;BA;2015;9.654.438,02;;;0
Feira de Santana;BA;2015;36.000.000,00;;;0
Firmino Alves;BA;2015;263.942,20;;;0
Floresta Azul;BA;2015;647.257,80;;;0
Gandu;BA;2015;1.538.538,60;;;0
Gavião;BA;2015;624.225,00;;;0
Gentio do Ouro;BA;2015;843.180,00;;;0
Glória;BA;2015;511.341,12;;;0
Gongogi;BA;2015;225.000,00;;;0
Guajeru;BA;2015;30.000,00;;;0
Guanambi;BA;2015;3.988.259,88;;;0
Guaratinga;BA;2015;2.089.348,80;;;0
Ibicaraí;BA;2015;805.999,80;;;0
Ibicoara;BA;2015;832.600,00;;;0
Ibicuí;BA;2015;1.118.823,00;;;0
Ibiquera;BA;2015;668.784,00;;;0
Ibirapitanga;BA;2015;1.330.560,00;;;0
Ibititá;BA;2015;673.849,59;;;0
Igrapiúna;BA;2015;300.960,00;;;0
Iguaí;BA;2015;520.000,00;;;0
Inhambupe;BA;2015;1.014.456,00;;;0
Ipecaetá;BA;2015;771.271,68;;;0
Ipiaú;BA;2015;4.566.745,11;;;0
Ipirá;BA;2015;4.293.802,42;;;0
Iramaia;BA;2015;238.656,39;;;0
Irará;BA;2015;1.458.918,41;;;0
Irecê;BA;2015;7.432.381,00;;;0
Itaberaba;BA;2015;7.155.248,00;;;0
Itacaré;BA;2015;1.664.070,04;;;0
Itaparica;BA;2015;4.000.320,00;;;0
Itapetinga;BA;2015;5.236.770,74;;;0
Itapitanga;BA;2015;200.000,00;;;0
Itaquara;BA;2015;516.727,52;;;0
Itatim;BA;2015;1.699.154,95;;;0
Itiruçu;BA;2015;450.000,00;;;0
Itiúba;BA;2015;3.723.015,78;;;0
Jaborandi;BA;2015;323.100,00;;;0
Jacaraci;BA;2015;898.665,00;;;0
Jacobina;BA;2015;14.957.263,89;;;0
Jaguaquara;BA;2015;4.212.957,21;;;0
Jaguarari;BA;2015;4.644.000,00;;;0
Jandaíra;BA;2015;1.809.184,76;;;0
Jeremoabo;BA;2015;3.516.000,00;;;0
Jiquiriçá;BA;2015;1.028.172,00;;;0
Jitaúna;BA;2015;1.303.800,00;;;0
João Dourado;BA;2015;1.491.522,33;;;0
Jussiape;BA;2015;442.244,64;;;0
Lafaiete Coutinho;BA;2015;296.154,96;;;0
Lajedão;BA;2015;326.232,00;;;0
Lajedinho;BA;2015;500.038,00;;;0
Lauro de Freitas;BA;2015;15.172.848,87;;;0
Lençóis;BA;2015;1.652.000,00;;;0
Licínio de Almeida;BA;2015;387.310,00;;;0
Luís Eduardo Magalhães;BA;2015;4.930.000,00;300.000,00;;0,061
Macajuba;BA;2015;1.279.942,20;;;0
Macaúbas;BA;2015;1.925.424,00;;;0
Macururé;BA;2015;158.400,00;;;0
Madre de Deus;BA;2015;7.483.408,45;;;0
Maetinga;BA;2015;165.000,00;;;0
Mairi;BA;2015;2.025.281,84;;;0
Malhada de Pedras;BA;2015;50.000,00;;;0
Maracás;BA;2015;1.039.600,00;;;0
Maragogipe;BA;2015;3.303.115,81;;;0
Maraú;BA;2015;552.000,00;;;0
Marcionílio Souza;BA;2015;984.689,00;;;0
Mascote;BA;2015;1.461.048,69;;;0
Mata de São João;BA;2015;2.708.768,84;638.879,20;;0,236
Milagres;BA;2015;502.000,39;;;0
Mirante;BA;2015;595.045,92;;;0
Monte Santo;BA;2015;3.240.264,45;;;0
Morpará;BA;2015;456.005,34;;;0
Morro do Chapéu;BA;2015;4.095.251,92;;;0
Mortugaba;BA;2015;534.312,00;;;0
Mucugê;BA;2015;580.327,42;;;0
Mucuri;BA;2015;3.000.000,00;;;0
Mulungu do Morro;BA;2015;443.381,00;;;0
Mundo Novo;BA;2015;2.631.822,84;;;0
Muniz Ferreira;BA;2015;753.400,00;;;0
Muritiba;BA;2015;1.048.870,80;;;0
Mutuípe;BA;2015;1.248.000,00;;;0
Nazaré;BA;2015;4.111.898,00;;;0
Nilo Peçanha;BA;2015;600.000,00;;;0
Nordestina;BA;2015;208.512,00;;;0
Nova Itarana;BA;2015;871.200,00;;;0
Nova Viçosa;BA;2015;3.294.442,48;;;0
Novo Triunfo;BA;2015;707.040,00;;;0
Olindina;BA;2015;1.585.925,28;;;0
Oliveira dos Brejinhos;BA;2015;445.200,00;;;0
Palmas de Monte Alto;BA;2015;905.849,04;;;0
Paramirim;BA;2015;456.609,48;;;0
Paratinga;BA;2015;1.250.000,00;;;0
Paripiranga;BA;2015;666.906,00;;;0
Pau Brasil;BA;2015;508.300,00;;;0
Pindaí;BA;2015;1.529.842,88;;;0
Pintadas;BA;2015;941.530,00;;;0
Piripá;BA;2015;705.000,00;;;0
Planaltino;BA;2015;1.012.000,00;;;0
Planalto;BA;2015;2.472.185,00;;;0
Pojuca;BA;2015;9.372.000,00;;;0
Potiraguá;BA;2015;351.864,00;;;0
Presidente Dutra;BA;2015;1.111.163,52;;;0
Presidente Jânio Quadros;BA;2015;570.240,00;;;0
Quijingue;BA;2015;658.800,00;;;0
Remanso;BA;2015;2.760.000,00;;;0
Riachão do Jacuípe;BA;2015;832.248,00;;;0
Ribeira do Pombal;BA;2015;450.115,36;;;0
Rio do Pires;BA;2015;745.940,28;;;0
Rio Real;BA;2015;3.094.740,40;57.731,12;;0,019
Rodelas;BA;2015;554.400,00;;;0
Salinas da Margarida;BA;2015;1.391.571,45;;;0
Salvador;BA;2015;229.156.070,00;99.240.451,00;;0,433
Santa Bárbara;BA;2015;802.105,80;;;0
Santa Brígida;BA;2015;490.875,41;;;0
Santa Cruz da Vitória;BA;2015;557.460,00;;;0
Santa Inês;BA;2015;996.404,00;;;0
Santa Luzia;BA;2015;730.346,56;;;0
Santa Maria da Vitória;BA;2015;1.901.089,98;;;0
Santo Amaro;BA;2015;3.801.600,00;0;;0
Santo Antônio de Jesus;BA;2015;3.858.285,48;;;0
Santo Estêvão;BA;2015;2.888.756,00;;;0
São Gabriel;BA;2015;150.000,00;;;0
Sapeaçu;BA;2015;285.562,00;;;0
Sebastião Laranjeiras;BA;2015;502.535,03;;;0
Senhor do Bonfim;BA;2015;7.618.818,06;;;0
Serra Dourada;BA;2015;1.004.144,00;;;0
Serra Preta;BA;2015;1.262.661,10;;;0
Serrolândia;BA;2015;722.166,86;;;0
Simões Filho;BA;2015;6.794.620,50;;;0
Sobradinho;BA;2015;1.529.202,16;;;0
Taperoá;BA;2015;1.045.440,00;;;0
Tapiramutá;BA;2015;1.528.158,24;;;0
Teixeira de Freitas;BA;2015;9.933.750,00;65.000,00;;0,007
Teodoro Sampaio;BA;2015;836.040,00;;;0
Ubaíra;BA;2015;1.157.240,43;;;0
Uibaí;BA;2015;344.522,00;;;0
Una;BA;2015;1.651.730,88;;;0
Urandi;BA;2015;710.000,00;;;0
Utinga;BA;2015;1.431.654,22;;;0
Valença;BA;2015;6.280.989,95;;;0
Valente;BA;2015;1.316.900,70;;;0
Várzea do Poço;BA;2015;280.000,00;;;0
Várzea Nova;BA;2015;1.068.644,28;;;0
Varzedo;BA;2015;558.000,00;;;0
Vera Cruz;BA;2015;2.235.465,58;;;0
Vitória da Conquista;BA;2015;20.071.994,92;;;0
Wanderley;BA;2015;770.846,44;;;0
Xique-Xique;BA;2015;1.512.000,00;;;0
Acopiara;CE;2015;956.320,00;;;0
Alcântaras;CE;2015;478.800,00;;;0
Amontada;CE;2015;2.326.389,07;;;0
Apuiarés;CE;2015;919.610,10;;;0
Aracati;CE;2015;4.271.060,60;;;0
Ararendá;CE;2015;404.639,70;;;0
Araripe;CE;2015;782.023,08;;;0
Aratuba;CE;2015;569.930,00;;;0
Aurora;CE;2015;1.451.391,93;;;0
Barreira;CE;2015;1.035.339,00;;;0
Barroquinha;CE;2015;841.722,64;;;0
Baturité;CE;2015;1.600.000,00;;;0
Beberibe;CE;2015;6.005.167,55;;;0
Bela Cruz;CE;2015;1.000.000,00;;;0
Boa Viagem;CE;2015;345.455,00;;;0
Brejo Santo;CE;2015;5.411.303,60;;;0
Camocim;CE;2015;3.674.652,00;;;0
Canindé;CE;2015;2.365.344,51;;;0
Caridade;CE;2015;1.869.466,88;;;0
Cariré;CE;2015;1.383.936,00;;;0
Carnaubal;CE;2015;893.999,99;;;0
Cascavel;CE;2015;4.752.877,09;;;0
Catarina;CE;2015;369.600,00;;;0
Chorozinho;CE;2015;859.525,81;;;0
Coreaú;CE;2015;538.560,00;;;0
Croatá;CE;2015;135.000,20;;;0
Cruz;CE;2015;1.128.739,80;;;0
Deputado Irapuan Pinheiro;CE;2015;942.168,00;;;0
Eusébio;CE;2015;6.314.118,41;;;0
Farias Brito;CE;2015;1.458.305,04;;;0
Forquilha;CE;2015;419.900,00;;;0
Fortaleza;CE;2015;285.102.020,36;;;0
Fortim;CE;2015;306.240,00;;;0
Frecheirinha;CE;2015;219.482,73;;;0
General Sampaio;CE;2015;712.362,08;;;0
Graça;CE;2015;1.152.484,00;;;0
Granja;CE;2015;2.339.912,59;;;0
Granjeiro;CE;2015;415.118,00;;;0
Groaíras;CE;2015;100.000,00;;;0
Guaraciaba do Norte;CE;2015;2.173.122,03;;;0
Horizonte;CE;2015;4.394.766,58;;;0
Ibaretama;CE;2015;213.600,00;;;0
Ibiapina;CE;2015;595.728,00;;;0
Icapuí;CE;2015;1.558.322,88;;;0
Icó;CE;2015;2.975.919,04;;;0
Iguatu;CE;2015;2.101.044,20;;;0
