Município;Estado;Ano de Referência;FN220 - Despesa total com serviços de manejo de RSU (Antigo campo GE007);FN222 - Receita arrecadada com taxas e tarifas referentes à gestão e manejo de RSU (Antigo campo GE006);. ; DS_2016 
Buritizeiro;MG;2014;;;;0,000
Cabeceira Grande;MG;2014;;;;0,000
Cabo Verde;MG;2014;;;;0,000
Cachoeira de Minas;MG;2014;;;;0,000
Cachoeira Dourada;MG;2014;;;;0,000
Caetanópolis;MG;2014;;115.654,11;;0,000
Caeté;MG;2014;1.429.425,36;;;0,000
Caiana;MG;2014;230.654,58;;;0,000
Cajuri;MG;2014;175.438,24;;;0,000
Camacho;MG;2014;;;;0,000
Camanducaia;MG;2014;1.756.007,28;733.502,82;;0,418
Cambuí;MG;2014;843.142,10;420.689,98;;0,499
Cambuquira;MG;2014;;;;0,000
Campanha;MG;2014;243.000,00;;;0,000
Campina Verde;MG;2014;981.000,00;258.439,66;;0,263
Campo Azul;MG;2014;;;;0,000
Campo Belo;MG;2014;1.913.016,72;;;0,000
Campo Florido;MG;2014;550.514,58;70.605,92;;0,128
Campos Altos;MG;2014;;293.703,00;;0,000
Campos Gerais;MG;2014;;251.874,26;;0,000
Canaã;MG;2014;;;;0,000
Canápolis;MG;2014;;63.213,75;;0,000
Cana Verde;MG;2014;92.433,60;;;0,000
Candeias;MG;2014;;;;0,000
Caparaó;MG;2014;;;;0,000
Capela Nova;MG;2014;;;;0,000
Capelinha;MG;2014;;;;0,000
Capim Branco;MG;2014;;;;0,000
Capinópolis;MG;2014;;;;0,000
Capitão Andrade;MG;2014;;;;0,000
Capitão Enéas;MG;2014;;;;0,000
Capitólio;MG;2014;471.170,85;471.170,85;;1,000
Caputira;MG;2014;;;;0,000
Caranaíba;MG;2014;;;;0,000
Carandaí;MG;2014;;;;0,000
Carangola;MG;2014;1.405.964,52;826.832,12;;0,588
Caratinga;MG;2014;4.971.770,00;1.485.024,00;;0,299
Carbonita;MG;2014;;;;0,000
Careaçu;MG;2014;;;;0,000
Carlos Chagas;MG;2014;1.257.368,20;130.718,93;;0,104
Carmésia;MG;2014;;;;0,000
Carmo da Cachoeira;MG;2014;570.718,06;152.255,92;;0,267
Carmo da Mata;MG;2014;;;;0,000
Carmo de Minas;MG;2014;489.915,41;47.655,94;;0,097
Carmo do Cajuru;MG;2014;550.281,78;180.662,85;;0,328
Carmo do Rio Claro;MG;2014;;202.626,25;;0,000
Carmópolis de Minas;MG;2014;945.884,82;502.231,93;;0,531
Carneirinho;MG;2014;1.373.197,08;;;0,000
Carvalhópolis;MG;2014;;;;0,000
Cássia;MG;2014;;79.683,00;;0,000
Conceição da Barra de Minas;MG;2014;;15.689,80;;0,000
Cataguases;MG;2014;;891.920,30;;0,000
Catas Altas;MG;2014;;;;0,000
Catuji;MG;2014;487.420,22;;;0,000
Catuti;MG;2014;;;;0,000
Caxambu;MG;2014;;;;0,000
Central de Minas;MG;2014;;;;0,000
Chalé;MG;2014;233.030,23;;;0,000
Cipotânea;MG;2014;259.500,00;;;0,000
Claraval;MG;2014;;;;0,000
Cláudio;MG;2014;2.139.490,36;192.568,55;;0,090
Coimbra;MG;2014;428.264,59;10.403,50;;0,024
Coluna;MG;2014;;;;0,000
Comendador Gomes;MG;2014;;;;0,000
Comercinho;MG;2014;;;;0,000
Conceição das Pedras;MG;2014;174.400,00;10.029,80;;0,058
Conceição de Ipanema;MG;2014;235.500,00;;;0,000
Conceição do Pará;MG;2014;;;;0,000
Conceição do Rio Verde;MG;2014;220.000,00;;;0,000
Cônego Marinho;MG;2014;188.623,42;;;0,000
Congonhas;MG;2014;3.658.950,00;214.820,00;;0,059
Congonhas do Norte;MG;2014;186.516,00;;;0,000
Conquista;MG;2014;;;;0,000
Conselheiro Lafaiete;MG;2014;4.571.072,06;3.150.000,00;;0,689
Conselheiro Pena;MG;2014;497.418,78;603.955,30;;1,214
Consolação;MG;2014;152.750,67;2.467,91;;0,016
Contagem;MG;2014;46.945.676,66;8.500.000,00;;0,181
Coqueiral;MG;2014;490.069,43;44.354,88;;0,091
Coração de Jesus;MG;2014;;;;0,000
Cordisburgo;MG;2014;;;;0,000
Corinto;MG;2014;790.500,00;70.000,00;;0,089
Coromandel;MG;2014;;;;0,000
Coronel Fabriciano;MG;2014;12.200.952,63;;;0,000
Coronel Murta;MG;2014;;;;0,000
Córrego Fundo;MG;2014;;;;0,000
Couto de Magalhães de Minas;MG;2014;;;;0,000
Crisólita;MG;2014;;;;0,000
Cristais;MG;2014;;;;0,000
Cristália;MG;2014;;;;0,000
Cristina;MG;2014;;;;0,000
Cruzília;MG;2014;;;;0,000
Cuparaque;MG;2014;;;;0,000
Curvelo;MG;2014;2.634.792,30;323.460,18;;0,123
Datas;MG;2014;;;;0,000
Delfim Moreira;MG;2014;161.003,03;5.513,15;;0,034
Delfinópolis;MG;2014;412.056,04;;;0,000
Delta;MG;2014;438.209,72;8.015,65;;0,018
Descoberto;MG;2014;;4.556,40;;0,000
Desterro de Entre Rios;MG;2014;;25.210,00;;0,000
Desterro do Melo;MG;2014;182.779,45;;;0,000
Diamantina;MG;2014;;;;0,000
Dionísio;MG;2014;;;;0,000
Divinésia;MG;2014;304.800,00;15.848,00;;0,052
Divino;MG;2014;1.266.860,52;0;;0,000
Divinolândia de Minas;MG;2014;;;;0,000
Divinópolis;MG;2014;;9.312.566,28;;0,000
Divisópolis;MG;2014;;;;0,000
Dom Cavati;MG;2014;;;;0,000
Dom Joaquim;MG;2014;;;;0,000
Dom Silvério;MG;2014;217.278,00;;;0,000
Dom Viçoso;MG;2014;139.930,19;2.467,49;;0,018
Dores de Campos;MG;2014;;;;0,000
Dores de Guanhães;MG;2014;327.279,10;;;0,000
Dores do Indaiá;MG;2014;794.350,00;780.000,00;;0,982
Dores do Turvo;MG;2014;;;;0,000
Douradoquara;MG;2014;348.230,00;;;0,000
Durandé;MG;2014;;;;0,000
Elói Mendes;MG;2014;2.290.420,10;47.971,00;;0,021
Engenheiro Caldas;MG;2014;;;;0,000
Engenheiro Navarro;MG;2014;522.960,00;;;0,000
Entre Folhas;MG;2014;;;;0,000
Entre Rios de Minas;MG;2014;;;;0,000
Espera Feliz;MG;2014;941.171,35;70.625,00;;0,075
Espinosa;MG;2014;;;;0,000
Estrela do Indaiá;MG;2014;127.459,42;1.069,00;;0,008
Eugenópolis;MG;2014;1.031.004,33;7.208,98;;0,007
Extrema;MG;2014;;204.240,24;;0,000
Fama;MG;2014;;;;0,000
Faria Lemos;MG;2014;324.484,00;0;;0,000
Felício dos Santos;MG;2014;;;;0,000
São Gonçalo do Rio Preto;MG;2014;;;;0,000
Felisburgo;MG;2014;241.318,00;;;0,000
Fernandes Tourinho;MG;2014;;;;0,000
Ferros;MG;2014;289.144,44;7.289,18;;0,025
Fervedouro;MG;2014;358.339,62;;;0,000
Florestal;MG;2014;;;;0,000
Formiga;MG;2014;3.788.329,14;1.252.900,03;;0,331
Fortaleza de Minas;MG;2014;532.497,96;12.039,30;;0,023
Fortuna de Minas;MG;2014;;9.260,05;;0,000
Francisco Dumont;MG;2014;360.660,71;;;0,000
Franciscópolis;MG;2014;429.187,39;16.743,49;;0,039
Frei Gaspar;MG;2014;;;;0,000
Frei Inocêncio;MG;2014;264.368,00;;;0,000
Frei Lagonegro;MG;2014;;;;0,000
Fronteira;MG;2014;;;;0,000
Fronteira dos Vales;MG;2014;210.600,00;;;0,000
Frutal;MG;2014;3.623.077,35;;;0,000
Funilândia;MG;2014;;;;0,000
Gameleiras;MG;2014;;;;0,000
Glaucilândia;MG;2014;324.993,01;;;0,000
Goianá;MG;2014;587.650,35;;;0,000
Gonçalves;MG;2014;;;;0,000
Gonzaga;MG;2014;;;;0,000
Gouveia;MG;2014;;;;0,000
Governador Valadares;MG;2014;22.391.689,49;10.843.529,40;;0,484
Grão Mogol;MG;2014;523.550,00;;;0,000
Grupiara;MG;2014;417.830,00;;;0,000
Guanhães;MG;2014;;207.899,50;;0,000
Guapé;MG;2014;1.018.214,36;9.583,92;;0,009
Guaraciaba;MG;2014;;13.500,00;;0,000
Guaraciama;MG;2014;;;;0,000
Guaranésia;MG;2014;870.477,89;186.787,79;;0,215
Guarani;MG;2014;502.831,82;65.841,39;;0,131
Guarará;MG;2014;517.343,78;16.000,00;;0,031
Guarda-Mor;MG;2014;;17.514,75;;0,000
Guaxupé;MG;2014;6.687.341,96;1.702.000,00;;0,255
Guidoval;MG;2014;579.533,19;54.894,23;;0,095
Guimarânia;MG;2014;208.500,00;;;0,000
Guiricema;MG;2014;371.620,85;7.428,21;;0,020
Heliodora;MG;2014;373.102,91;8.950,55;;0,024
Ibertioga;MG;2014;164.243,46;;;0,000
Ibiá;MG;2014;;75.000,00;;0,000
Ibiaí;MG;2014;326.064,00;;;0,000
Ibiraci;MG;2014;;;;0,000
Ibirité;MG;2014;12.889.111,58;1.520.571,75;;0,118
Ibitiúra de Minas;MG;2014;;;;0,000
Ibituruna;MG;2014;;;;0,000
Igarapé;MG;2014;;;;0,000
Igaratinga;MG;2014;;;;0,000
Iguatama;MG;2014;559.400,00;80.000,00;;0,143
Ilicínea;MG;2014;895.735,45;42.591,60;;0,048
Indaiabira;MG;2014;;;;0,000
Indianópolis;MG;2014;650.644,70;58.066,16;;0,089
Inhaúma;MG;2014;235.293,97;2.096,16;;0,009
Inimutaba;MG;2014;;;;0,000
Ipaba;MG;2014;457.720,00;;;0,000
Ipanema;MG;2014;767.130,27;52.687,29;;0,069
Ipatinga;MG;2014;26.748.571,75;1.461.677,42;;0,055
Iraí de Minas;MG;2014;659.120,00;80.000,00;;0,121
Itabira;MG;2014;2.159.891,20;;;0,000
Itabirinha;MG;2014;625.986,49;;;0,000
Itabirito;MG;2014;3.453.800,00;;;0,000
Itacambira;MG;2014;;;;0,000
Itacarambi;MG;2014;;;;0,000
Itaguara;MG;2014;;34.954,50;;0,000
Itaipé;MG;2014;;;;0,000
Itajubá;MG;2014;8.441.450,27;1.601.910,77;;0,190
Itambacuri;MG;2014;;93.979,16;;0,000
Itambé do Mato Dentro;MG;2014;133.127,20;1.237,00;;0,009
Itamogi;MG;2014;680.438,20;133.259,86;;0,196
Itamonte;MG;2014;1.387.907,00;40.579,00;;0,029
Itanhandu;MG;2014;;;;0,000
Itanhomi;MG;2014;;;;0,000
Itaobim;MG;2014;;18.426,68;;0,000
Itapagipe;MG;2014;;;;0,000
Itapecerica;MG;2014;;140.233,21;;0,000
Itapeva;MG;2014;1.073.151,05;;;0,000
Itaú de Minas;MG;2014;1.288.375,80;;;0,000
Itaúna;MG;2014;6.043.042,96;1.900.000,00;;0,314
Itinga;MG;2014;105.000,00;;;0,000
Ituiutaba;MG;2014;6.667.611,27;4.621.240,00;;0,693
Itumirim;MG;2014;75.000,00;25.000,00;;0,333
Iturama;MG;2014;;258.798,48;;0,000
Itutinga;MG;2014;448.089,13;;;0,000
Jaboticatubas;MG;2014;1.050.600,00;;;0,000
Jacuí;MG;2014;153.701,70;0;;0,000
Jacutinga;MG;2014;950.246,03;7.949,79;;0,008
Jaguaraçu;MG;2014;;;;0,000
Jaíba;MG;2014;3.981.076,09;;;0,000
Janaúba;MG;2014;;92.151.237,00;;0,000
Januária;MG;2014;;;;0,000
Japaraíba;MG;2014;228.033,24;;;0,000
Japonvar;MG;2014;;;;0,000
Jeceaba;MG;2014;230.150,12;;;0,000
Jequeri;MG;2014;2.369.874,25;4.257,00;;0,002
Jequitibá;MG;2014;;;;0,000
Jesuânia;MG;2014;156.384,00;16.500,00;;0,106
Joanésia;MG;2014;;;;0,000
João Monlevade;MG;2014;3.482.476,50;205.672,36;;0,059
João Pinheiro;MG;2014;3.214.000,00;;;0,000
Joaquim Felício;MG;2014;;;;0,000
Jordânia;MG;2014;560.259,00;;;0,000
José Gonçalves de Minas;MG;2014;;;;0,000
Josenópolis;MG;2014;;;;0,000
Nova União;MG;2014;496.000,00;;;0,000
Juiz de Fora;MG;2014;56.592.081,23;37.877.004,64;;0,669
Juruaia;MG;2014;458.780,50;24.220,74;;0,053
Ladainha;MG;2014;;;;0,000
Lagamar;MG;2014;;;;0,000
Lagoa da Prata;MG;2014;;;;0,000
Lagoa dos Patos;MG;2014;510.269,00;;;0,000
Lagoa Dourada;MG;2014;;;;0,000
Lagoa Formosa;MG;2014;1.029.546,26;124.784,37;;0,121
Lagoa Grande;MG;2014;161.817,24;9.814,06;;0,061
Lagoa Santa;MG;2014;4.906.940,27;0;;0,000
Lajinha;MG;2014;;;;0,000
Lambari;MG;2014;311.461,14;30.670,76;;0,098
Lamim;MG;2014;;;;0,000
Laranjal;MG;2014;;;;0,000
Lassance;MG;2014;;;;0,000
Lavras;MG;2014;7.356.300,00;;;0,000
Leopoldina;MG;2014;3.436.989,81;1.323.450,55;;0,385
Liberdade;MG;2014;127.800,00;;;0,000
Lima Duarte;MG;2014;;;;0,000
Limeira do Oeste;MG;2014;;;;0,000
Lontra;MG;2014;;;;0,000
Luisburgo;MG;2014;;;;0,000
Luminárias;MG;2014;;61.845,00;;0,000
Luz;MG;2014;1.874.146,36;122.412,93;;0,065
Machacalis;MG;2014;;;;0,000
Machado;MG;2014;;;;0,000
Madre de Deus de Minas;MG;2014;314.301,16;;;0,000
Malacacheta;MG;2014;;;;0,000
Mamonas;MG;2014;;;;0,000
Manga;MG;2014;;;;0,000
Manhuaçu;MG;2014;;;;0,000
Maravilhas;MG;2014;561.312,94;27.170,38;;0,048
Maria da Fé;MG;2014;;;;0,000
Mariana;MG;2014;9.700.727,59;560.967,29;;0,058
Marilac;MG;2014;299.392,00;;;0,000
Mário Campos;MG;2014;1.004.023,14;87.170,31;;0,087
Maripá de Minas;MG;2014;256.563,59;3.289,34;;0,013
Marmelópolis;MG;2014;157.502,44;3.685,22;;0,023
Mata Verde;MG;2014;;2.000,00;;0,000
Materlândia;MG;2014;;;;0,000
Matias Cardoso;MG;2014;;;;0,000
Matutina;MG;2014;729.011,67;10.510,65;;0,014
Medeiros;MG;2014;;;;0,000
Mercês;MG;2014;477.330,85;7.181,33;;0,015
Minduri;MG;2014;159.000,00;;;0,000
Miravânia;MG;2014;;;;0,000
Moeda;MG;2014;;;;0,000
Moema;MG;2014;;;;0,000
Montalvânia;MG;2014;179.864,00;17.957,44;;0,100
Monte Azul;MG;2014;;;;0,000
Monte Carmelo;MG;2014;2.754.000,00;;;0,000
Monte Formoso;MG;2014;;;;0,000
Monte Santo de Minas;MG;2014;483.878,00;;;0,000
Montezuma;MG;2014;;;;0,000
Morada Nova de Minas;MG;2014;;;;0,000
Morro do Pilar;MG;2014;;;;0,000
Muriaé;MG;2014;7.874.218,37;6.292.772,33;;0,799
Mutum;MG;2014;;;;0,000
Nacip Raydan;MG;2014;;;;0,000
Nanuque;MG;2014;4.752.101,50;;;0,000
Natércia;MG;2014;;;;0,000
Nazareno;MG;2014;709.715,08;16.269,77;;0,023
Ninheira;MG;2014;;;;0,000
Nova Era;MG;2014;237.348,23;12.830,92;;0,054
Nova Lima;MG;2014;18.368.960,88;2.959.164,03;;0,161
Nova Módica;MG;2014;448.499,00;;;0,000
Nova Ponte;MG;2014;642.011,29;177.111,60;;0,276
Nova Porteirinha;MG;2014;300.500,00;2.457,50;;0,008
Nova Resende;MG;2014;622.980,39;;;0,000
Novo Cruzeiro;MG;2014;;;;0,000
Olaria;MG;2014;;;;0,000
Olhos-D ÁGUA;MG;2014;;;;0,000
Olímpio Noronha;MG;2014;;6.475,66;;0,000
Oliveira;MG;2014;886.161,85;;;0,000
Onça de Pitangui;MG;2014;128.000,00;1.401,00;;0,011
Ouro Branco;MG;2014;5.147.900,56;61.318,30;;0,012
Ouro Fino;MG;2014;1.425.000,00;;;0,000
Ouro Preto;MG;2014;;945.591,79;;0,000
Pains;MG;2014;710.172,02;35.290,87;;0,050
Pai Pedro;MG;2014;419.651,22;;;0,000
Palma;MG;2014;;142.428,18;;0,000
Palmópolis;MG;2014;165.000,00;;;0,000
Paracatu;MG;2014;;;;0,000
Pará de Minas;MG;2014;6.149.680,51;2.666.480,51;;0,434
Paraisópolis;MG;2014;;23.646,89;;0,000
Paraopeba;MG;2014;;149.100,00;;0,000
Passa Quatro;MG;2014;;;;0,000
Passos;MG;2014;8.657.968,06;;;0,000
Patis;MG;2014;135.000,00;135.000,00;;1,000
Patos de Minas;MG;2014;10.357.325,40;2.491.329,66;;0,241
Patrocínio;MG;2014;3.003.677,51;;;0,000
Patrocínio do Muriaé;MG;2014;706.575,79;1.388,02;;0,002
Paulistas;MG;2014;;;;0,000
Pavão;MG;2014;;;;0,000
Peçanha;MG;2014;837.052,06;1.475,68;;0,002
Pedra Azul;MG;2014;;48.504,00;;0,000
Pedra Bonita;MG;2014;346.848,00;;;0,000
Pedra do Anta;MG;2014;;;;0,000
Pedra do Indaiá;MG;2014;120.996,59;;;0,000
Pedra Dourada;MG;2014;;;;0,000
Pedralva;MG;2014;;;;0,000
Pedras de Maria da Cruz;MG;2014;;;;0,000
Pedrinópolis;MG;2014;;0;;0,000
Pedro Leopoldo;MG;2014;6.261.000,00;0;;0,000
Pequeri;MG;2014;271.704,80;39.995,11;;0,147
Pequi;MG;2014;383.119,36;10.963,17;;0,029
Perdigão;MG;2014;;;;0,000
Perdizes;MG;2014;;;;0,000
Perdões;MG;2014;1.579.119,84;;;0,000
Periquito;MG;2014;506.813,63;;;0,000
Pescador;MG;2014;478.800,00;;;0,000
Piedade dos Gerais;MG;2014;;;;0,000
Pimenta;MG;2014;629.782,23;40.555,64;;0,064
Pingo-D ÁGUA;MG;2014;;;;0,000
Piracema;MG;2014;;47.489,47;;0,000
Pirajuba;MG;2014;407.034,53;;;0,000
Piranga;MG;2014;361.502,53;55.000,00;;0,152
Piranguçu;MG;2014;102.252,78;11.954,30;;0,117
Piranguinho;MG;2014;;;;0,000
Pirapetinga;MG;2014;1.166.532,83;;;0,000
Pirapora;MG;2014;2.513.417,83;666.174,86;;0,265
Pitangui;MG;2014;;;;0,000
Piumhi;MG;2014;1.197.616,38;510.781,48;;0,426
Planura;MG;2014;;;;0,000
Poço Fundo;MG;2014;478.336,46;;;0,000
Poços de Caldas;MG;2014;9.309.822,80;6.621.088,37;;0,711
Pocrane;MG;2014;366.587,44;;;0,000
Pompéu;MG;2014;1.541.720,60;308.405,66;;0,200
Ponte Nova;MG;2014;;1.383.860,00;;0,000
Ponto Chique;MG;2014;492.181,18;;;0,000
Ponto dos Volantes;MG;2014;;;;0,000
Porteirinha;MG;2014;1.544.232,00;;;0,000
Poté;MG;2014;469.914,73;17.632,49;;0,038
Pouso Alegre;MG;2014;;4.567.075,97;;0,000
Prados;MG;2014;;14.500,00;;0,000
Prata;MG;2014;;;;0,000
Pratápolis;MG;2014;793.634,40;;;0,000
Pratinha;MG;2014;186.009,07;;;0,000
Presidente Bernardes;MG;2014;124.867,94;15.000,00;;0,120
Presidente Juscelino;MG;2014;;;;0,000
Presidente Kubitschek;MG;2014;;;;0,000
Presidente Olegário;MG;2014;441.031,23;16.512,72;;0,037
Alto Jequitibá;MG;2014;;;;0,000
Prudente de Morais;MG;2014;640.392,62;;;0,000
Quartel Geral;MG;2014;;;;0,000
Queluzito;MG;2014;;956,67;;0,000
Raposos;MG;2014;790.000,00;;;0,000
Raul Soares;MG;2014;;;;0,000
Recreio;MG;2014;1.296.000,00;;;0,000
Resende Costa;MG;2014;;;;0,000
Resplendor;MG;2014;1.161.239,19;;;0,000
Ressaquinha;MG;2014;332.781,43;;;0,000
Riacho dos Machados;MG;2014;502.080,00;4.800,00;;0,010
Ribeirão Vermelho;MG;2014;113.503,77;;;0,000
Rio Acima;MG;2014;1.253.160,00;76.835,99;;0,061
Rio Casca;MG;2014;;;;0,000
Rio Doce;MG;2014;285.980,13;0;;0,000
Rio Manso;MG;2014;;31.872,00;;0,000
Rio Novo;MG;2014;;17.000,00;;0,000
Rio Pardo de Minas;MG;2014;981.094,33;;;0,000
Rio Piracicaba;MG;2014;;;;0,000
Rio Pomba;MG;2014;1.216.358,38;51.637,16;;0,042
Rio Preto;MG;2014;330.000,00;;;0,000
Rochedo de Minas;MG;2014;;;;0,000
Rodeiro;MG;2014;517.331,96;52.503,27;;0,101
Rubelita;MG;2014;;;;0,000
Sabará;MG;2014;6.644.844,56;1.214.647,93;;0,183
Sabinópolis;MG;2014;716.446,80;;;0,000
Sacramento;MG;2014;3.151.398,88;;;0,000
Salinas;MG;2014;1.329.550,70;78.437,69;;0,059
Santa Bárbara do Tugúrio;MG;2014;;;;0,000
Santa Cruz de Salinas;MG;2014;;;;0,000
Santa Cruz do Escalvado;MG;2014;253.528,00;2.167,93;;0,009
Santa Efigênia de Minas;MG;2014;;;;0,000
Santa Helena de Minas;MG;2014;309.280,00;;;0,000
Santa Juliana;MG;2014;;;;0,000
Santa Luzia;MG;2014;6.783.471,36;4.013.980,41;;0,592
Santa Margarida;MG;2014;;;;0,000
Santa Maria de Itabira;MG;2014;204.712,16;;;0,000
Santa Maria do Suaçuí;MG;2014;;;;0,000
Santana do Deserto;MG;2014;535.890,00;;;0,000
Santana do Garambéu;MG;2014;44.000,00;;;0,000
Santana do Jacaré;MG;2014;388.400,00;;;0,000
Santana do Paraíso;MG;2014;1.256.956,20;;;0,000
Santana do Riacho;MG;2014;272.915,50;;;0,000
Santana dos Montes;MG;2014;;;;0,000
Santa Rita de Caldas;MG;2014;638.370,75;146.788,40;;0,230
Santa Rita do Sapucaí;MG;2014;631.003,30;;;0,000
Santa Vitória;MG;2014;3.865.000,00;;;0,000
Santo Antônio do Aventureiro;MG;2014;;;;0,000
Santo Antônio do Itambé;MG;2014;230.655,87;;;0,000
Santo Antônio do Jacinto;MG;2014;729.000,00;;;0,000
Santo Antônio do Monte;MG;2014;841.883,47;20.070,49;;0,024
Santo Antônio do Retiro;MG;2014;;;;0,000
Santo Antônio do Rio Abaixo;MG;2014;;;;0,000
Santo Hipólito;MG;2014;;;;0,000
Santos Dumont;MG;2014;;;;0,000
São Domingos das Dores;MG;2014;312.893,65;;;0,000
São Domingos do Prata;MG;2014;;220.560,00;;0,000
São Francisco;MG;2014;1.930.436,32;;;0,000
São Francisco de Paula;MG;2014;139.092,00;;;0,000
São Francisco de Sales;MG;2014;343.111,48;27.041,92;;0,079
São Francisco do Glória;MG;2014;213.201,61;16.080,99;;0,075
São Geraldo;MG;2014;;;;0,000
São Geraldo da Piedade;MG;2014;;;;0,000
São Geraldo do Baixio;MG;2014;;;;0,000
São Gonçalo do Abaeté;MG;2014;;;;0,000
São Gonçalo do Pará;MG;2014;;;;0,000
São Gonçalo do Rio Abaixo;MG;2014;;;;0,000
São Gonçalo do Sapucaí;MG;2014;;149.802,19;;0,000
São Gotardo;MG;2014;;;;0,000
São João Batista do Glória;MG;2014;510.000,00;;;0,000
São João da Mata;MG;2014;298.286,12;3.353,52;;0,011
São João del Rei;MG;2014;;;;0,000
São João do Manhuaçu;MG;2014;;0;;0,000
São João do Pacuí;MG;2014;277.716,00;;;0,000
São João do Paraíso;MG;2014;;;;0,000
São João Evangelista;MG;2014;;;;0,000
São Joaquim de Bicas;MG;2014;;;;0,000
São José da Lapa;MG;2014;;57.287,03;;0,000
São José da Safira;MG;2014;;;;0,000
São José da Varginha;MG;2014;;;;0,000
São José do Alegre;MG;2014;;;;0,000
São José do Divino;MG;2014;513.090,73;;;0,000
São José do Goiabal;MG;2014;184.957,10;;;0,000
São José do Jacuri;MG;2014;486.174,49;;;0,000
São Lourenço;MG;2014;1.700.000,00;3.144.008,09;;1,849
São Miguel do Anta;MG;2014;;;;0,000
São Pedro da União;MG;2014;158.908,46;23.593,32;;0,148
São Pedro dos Ferros;MG;2014;;8,47;;0,000
São Pedro do Suaçuí;MG;2014;;;;0,000
São Romão;MG;2014;;;;0,000
São Roque de Minas;MG;2014;351.732,54;96.674,50;;0,275
São Sebastião do Anta;MG;2014;294.073,00;;;0,000
São Sebastião do Maranhão;MG;2014;;;;0,000
São Sebastião do Oeste;MG;2014;490.917,68;;;0,000
São Sebastião do Paraíso;MG;2014;;;;0,000
São Sebastião do Rio Preto;MG;2014;;;;0,000
São Sebastião do Rio Verde;MG;2014;;;;0,000
São Tiago;MG;2014;430.174,03;0;;0,000
São Tomás de Aquino;MG;2014;;70.579,98;;0,000
São Vicente de Minas;MG;2014;;;;0,000
Sapucaí-Mirim;MG;2014;352.000,00;31.500,00;;0,089
Sardoá;MG;2014;;;;0,000
Sarzedo;MG;2014;2.472.458,00;171.600,00;;0,069
Sem-Peixe;MG;2014;148.750,00;;;0,000
Senador Amaral;MG;2014;;16.262,58;;0,000
Senador Firmino;MG;2014;598.801,32;14.333,00;;0,024
Senador José Bento;MG;2014;92.200,00;29.232,00;;0,317
Senador Modestino Gonçalves;MG;2014;355.765,84;;;0,000
Senhora de Oliveira;MG;2014;243.590,80;5.756,28;;0,024
Senhora dos Remédios;MG;2014;;;;0,000
Sericita;MG;2014;551.387,50;;;0,000
Seritinga;MG;2014;;3.383,39;;0,000
Serra Azul de Minas;MG;2014;;;;0,000
Serra do Salitre;MG;2014;360.000,00;;;0,000
Serrania;MG;2014;236.947,91;9.284,29;;0,039
Serranópolis de Minas;MG;2014;315.590,47;7.426,98;;0,024
Serranos;MG;2014;517.560,40;;;0,000
Serro;MG;2014;;27.577,08;;0,000
Sete Lagoas;MG;2014;10.078.636,85;3.651.792,39;;0,362
Simão Pereira;MG;2014;324.704,24;;;0,000
Simonésia;MG;2014;1.159.298,00;;;0,000
Tabuleiro;MG;2014;174.410,69;24.640,64;;0,141
Taiobeiras;MG;2014;2.100.000,00;;;0,000
Taparuba;MG;2014;;;;0,000
Tapiraí;MG;2014;;;;0,000
Tarumirim;MG;2014;;;;0,000
Teófilo Otoni;MG;2014;;113.099,95;;0,000
Timóteo;MG;2014;3.354.000,00;425.241,01;;0,127
Tiradentes;MG;2014;242.179,64;3.132,00;;0,013
Tiros;MG;2014;346.390,00;82.890,30;;0,239
Tocantins;MG;2014;783.193,00;;;0,000
Tocos do Moji;MG;2014;;27.513,00;;0,000
Tombos;MG;2014;;27.821,45;;0,000
Três Corações;MG;2014;2.758.173,39;1.821.233,26;;0,660
Três Marias;MG;2014;1.690.196,58;25.443,23;;0,015
Três Pontas;MG;2014;;;;0,000
Tupaciguara;MG;2014;797.525,58;10.000,00;;0,013
Turmalina;MG;2014;;;;0,000
Turvolândia;MG;2014;;5.692,13;;0,000
Ubá;MG;2014;12.736.834,09;230.091,71;;0,018
Uberaba;MG;2014;;18.398.303,22;;0,000
Uberlândia;MG;2014;75.659.530,98;12.009.220,75;;0,159
Umburatiba;MG;2014;;;;0,000
Unaí;MG;2014;4.685.504,52;320.000,00;;0,068
União de Minas;MG;2014;717.999,96;19.906,71;;0,028
Uruana de Minas;MG;2014;;;;0,000
Urucânia;MG;2014;;;;0,000
Vargem Alegre;MG;2014;;;;0,000
Vargem Grande do Rio Pardo;MG;2014;;;;0,000
Varginha;MG;2014;;822.345,77;;0,000
Várzea da Palma;MG;2014;2.977.914,40;;;0,000
Vazante;MG;2014;;;;0,000
Verdelândia;MG;2014;;;;0,000
Veríssimo;MG;2014;98.123,59;;;0,000
Vermelho Novo;MG;2014;;;;0,000
Vespasiano;MG;2014;;365.683.219,00;;0,000
Viçosa;MG;2014;4.824.468,14;2.884.070,64;;0,598
Vieiras;MG;2014;;;;0,000
Virginópolis;MG;2014;374.360,00;9.500,00;;0,025
Virgolândia;MG;2014;744.623,72;;;0,000
Visconde do Rio Branco;MG;2014;;;;0,000
Angra dos Reis;RJ;2014;13.400.000,00;13.400.000,00;;1,000
Araruama;RJ;2014;9.291.308,12;133.000,00;;0,014
Areal;RJ;2014;;;;0,000
Arraial do Cabo;RJ;2014;;;;0,000
Barra do Piraí;RJ;2014;6.400.063,72;2.654.915,00;;0,415
